Date,Close,Volume,Open,High,Low
2018-05-03,2300,N/A,2300,2300,2300
2018-05-02,2300,N/A,2300,2300,2300
2018-05-01,2300,N/A,2300,2300,2300
2018-04-30,2300,N/A,2300,2300,2300
2018-04-27,2300,N/A,2300,2300,2300
2018-04-26,2300,N/A,2300,2300,2300
2018-04-25,2300,N/A,2300,2300,2300
2018-04-24,2300,N/A,2300,2300,2300
2018-04-23,2300,N/A,2300,2300,2300
2018-04-20,2300,N/A,2300,2300,2300
2018-04-19,2300,N/A,2300,2300,2300
2018-04-18,2300,N/A,2300,2300,2300
2018-04-17,2300,N/A,2300,2300,2300
2018-04-16,2300,N/A,2300,2300,2300
2018-04-13,2300,N/A,2300,2300,2300
2018-04-12,2300,N/A,2300,2300,2300
2018-04-11,2300,N/A,2300,2300,2300
2018-04-10,2300,N/A,2300,2300,2300
