Date,Close,Volume,Open,High,Low
2020-05-28,1536.5,N/A,1536.5,1536.5,1536.5
2020-05-27,1536.5,N/A,1536.5,1536.5,1536.5
2020-05-26,1526.25,N/A,1526.25,1526.25,1526.25
2020-05-22,1489.75,N/A,1489.75,1489.75,1489.75
2020-05-21,1524.5,N/A,1524.5,1524.5,1524.5
2020-05-20,1498.75,N/A,1498.75,1498.75,1498.75
2020-05-19,1502,N/A,1502,1502,1502
2020-05-18,1504.75,N/A,1504.75,1504.75,1504.75
2020-05-14,1491.25,29,1491.25,1491.25,1491.25
2020-05-13,1491.25,108,1485.25,1492.5,1479.25
2020-05-12,1493.5,19,1497,1497,1493.25
2020-05-11,1482.75,N/A,1482.75,1482.75,1482.75
2020-05-07,1503,31,1503.75,1503.75,1502.75
2020-05-06,1501.5,35,1505.25,1506.25,1500.5
2020-05-05,1506,28,1499.75,1502.75,1498.75
2020-05-04,1502.75,73,1501.25,1505.25,1499.75
2020-05-01,1489.5,N/A,1489.5,1489.5,1489.5
2020-04-30,1515,N/A,1515,1515,1515
2020-04-29,1502.5,N/A,1502.5,1502.5,1502.5
2020-04-28,1525.75,35,1530,1532.5,1525.75
2020-04-27,1531,152,1541,1541,1527.5
2020-04-24,1499.5,N/A,1499.5,1499.5,1499.5
2020-04-23,1535,122,1538.75,1544,1532.5
2020-04-22,1543.75,56,1532,1539.75,1532
2020-04-21,1520.75,136,1525,1534,1515.75
2020-04-20,1527.75,6,1527.5,1527.75,1527.5
2020-04-17,1502.5,N/A,1502.5,1502.5,1502.5
2020-04-16,1526.75,3,1526,1526,1526
2020-04-15,1497,10,1504,1504,1504
2020-04-14,1494,1,1494,1494,1494
2020-04-13,1460.25,N/A,1460.25,1460.25,1460.25
2020-04-09,1460.25,N/A,1460.25,1460.25,1460.25
2020-04-08,1471.75,151,1475.5,1476.5,1470
2020-04-07,1482,69,1492.25,1492.25,1484.75
2020-04-06,1457.5,N/A,1457.5,1457.5,1457.5
2020-04-03,1478,20,1475,1478,1475
2020-04-02,1492.5,10,1490,1490,1490
2020-04-01,1488.75,5,1485,1485,1485
2020-03-31,1512,N/A,1512,1512,1512
2020-03-30,1530,2,1520,1520,1520
2020-03-27,1539,N/A,1539,1539,1539
2020-03-26,1534.75,N/A,1534.75,1534.75,1534.75
2020-03-25,1551.5,N/A,1551.5,1551.5,1551.5
2020-03-24,1559.25,N/A,1559.25,1559.25,1559.25
2020-03-23,1563,N/A,1563,1563,1563
2020-03-20,1588.25,N/A,1588.25,1588.25,1588.25
2020-03-19,1625.5,N/A,1625.5,1625.5,1625.5
2020-03-18,1637.5,N/A,1637.5,1637.5,1637.5
2020-03-17,1653,N/A,1653,1653,1653
2020-03-16,1686.75,5,1686.75,1686.75,1686.75
2020-03-13,1662.25,N/A,1662.25,1662.25,1662.25
2020-03-12,1659.75,5,1659.75,1659.75,1659.75
2020-03-11,1685.25,15,1682.25,1682.25,1682.25
2020-03-10,1686,N/A,1686,1686,1686
2020-03-09,1663.75,N/A,1663.75,1663.75,1663.75
2020-03-06,1678.75,1,1679.25,1679.25,1679.25
2020-03-05,1709.25,N/A,1709.25,1709.25,1709.25
2020-03-04,1723.75,3,1723.75,1723.75,1723.75
2020-03-03,1717.25,N/A,1717.25,1717.25,1717.25
2020-03-02,1708,N/A,1708,1708,1708
2020-02-28,1684,12,1682,1685,1682
2020-02-27,1687,80,1688.5,1690.25,1687
2020-02-26,1702.5,181,1701.75,1708.75,1700
2020-02-25,1715.5,147,1711.5,1720,1711.25
2020-02-24,1711.25,115,1715.75,1715.75,1713
2020-02-21,1704,N/A,1704,1704,1704
2020-02-20,1716.75,N/A,1716.75,1716.75,1716.75
2020-02-19,1730,N/A,1730,1730,1730
2020-02-18,1718.75,N/A,1718.75,1718.75,1718.75
2020-02-14,1739.5,N/A,1739.5,1739.5,1739.5
2020-02-13,1757.25,1,1740,1740,1740
2020-02-12,1751.5,29,1756.5,1761.5,1752
2020-02-11,1749.75,N/A,1749.75,1749.75,1749.75
2020-02-10,1726,5,1725,1725,1725
2020-02-07,1737,N/A,1737,1737,1737
2020-02-06,1757,40,1745.5,1767.5,1745.5
2020-02-05,1728,N/A,1728,1728,1728
2020-02-04,1717.5,20,1720.75,1720.75,1720
2020-02-03,1708.5,N/A,1708.5,1708.5,1708.5
2020-01-31,1741.75,N/A,1741.75,1741.75,1741.75
2020-01-30,1753.75,N/A,1753.75,1753.75,1753.75
2020-01-29,1757.5,N/A,1757.5,1757.5,1757.5
2020-01-28,1779,5,1775,1775,1775
2020-01-27,1784.25,N/A,1784.25,1784.25,1784.25
2020-01-24,1786,N/A,1786,1786,1786
2020-01-23,1809.5,12,1809.5,1809.5,1809.5
2020-01-22,1827.75,3,1827.75,1827.75,1827.75
2020-01-21,1827,N/A,1827,1827,1827
2020-01-17,1809.25,N/A,1809.25,1809.25,1809.25
2020-01-16,1824.75,14,1822.75,1824.75,1822.75
2020-01-15,1815.25,20,1819.25,1819.25,1815.75
2020-01-14,1823,45,1814,1821.5,1813.75
2020-01-13,1812,110,1812,1815.25,1807.75
2020-01-10,1811.5,N/A,1811.5,1811.5,1811.5
2020-01-09,1817.5,226,1810,1826,1810
2020-01-08,1816.75,75,1816.5,1816.5,1816.5
2020-01-07,1832.25,20,1832.25,1832.25,1832.25
2020-01-06,1854.25,47,1855.25,1857.75,1853.25
2020-01-03,1830,N/A,1830,1830,1830
2020-01-02,1825,5,1825,1825,1825
2019-12-31,1824.5,N/A,1824.5,1824.5,1824.5
2019-12-30,1846.5,5,1846,1846,1846
2019-12-27,1842,5,1842,1842,1842
2019-12-24,1823,N/A,1823,1823,1823
2019-12-23,1818.75,N/A,1818.75,1818.75,1818.75
2019-12-20,1808.25,N/A,1808.25,1808.25,1808.25
2019-12-19,1807.25,N/A,1807.25,1807.25,1807.25
2019-12-18,1786.25,36,1786.25,1786.25,1786.25
2019-12-17,1772.75,13,1772.25,1772.25,1772.25
2019-12-16,1784.5,72,1779,1787.5,1778.75
2019-12-13,1776,184,1793.75,1793.75,1774.5
2019-12-12,1785.75,260,1791.25,1791.25,1784.75
2019-12-11,1767.25,10,1763.5,1763.5,1763.5
2019-12-10,1772.5,N/A,1772.5,1772.5,1772.5
2019-12-09,1764.5,N/A,1764.5,1764.5,1764.5
2019-12-06,1770.5,N/A,1770.5,1770.5,1770.5
2019-12-05,1757.5,10,1757.5,1757.5,1757.5
2019-12-04,1764.5,16,1764.5,1764.5,1764.5
2019-12-03,1782.5,N/A,1782.5,1782.5,1782.5
2019-12-02,1804.75,168,1786.5,1805.5,1779.5
2019-11-29,1785,N/A,1785,1785,1785
2019-11-27,1783.25,90,1800.75,1800.75,1783.25
2019-11-26,1773.5,N/A,1773.5,1773.5,1773.5
2019-11-25,1755.5,N/A,1755.5,1755.5,1755.5
2019-11-22,1757.5,N/A,1757.5,1757.5,1757.5
2019-11-21,1754,N/A,1754,1754,1754
2019-11-20,1758.5,N/A,1758.5,1758.5,1758.5
2019-11-19,1745.75,N/A,1745.75,1745.75,1745.75
2019-11-18,1752,1,1752,1752,1752
2019-11-15,1775.75,89,1756.5,1767.5,1756.5
2019-11-14,1750.5,N/A,1750.5,1750.5,1750.5
2019-11-13,1770.5,N/A,1770.5,1770.5,1770.5
2019-11-12,1780.75,1,1790,1790,1790
2019-11-11,1794,N/A,1794,1794,1794
2019-11-08,1818.25,N/A,1818.25,1818.25,1818.25
2019-11-07,1816.5,N/A,1816.5,1816.5,1816.5
2019-11-06,1811.5,15,1800,1807.25,1795
2019-11-05,1814,5,1810,1810,1810
2019-11-04,1809.5,9,1790,1790,1790
2019-11-01,1794,N/A,1794,1794,1794
2019-10-31,1763,N/A,1763,1763,1763
2019-10-30,1760.25,N/A,1760.25,1760.25,1760.25
2019-10-29,1742.5,11,1742.5,1742.5,1742.5
2019-10-28,1748.5,35,1742,1750,1742
2019-10-25,1740.5,N/A,1740.5,1740.5,1740.5
2019-10-24,1734,10,1734,1734,1734
2019-10-23,1741,20,1732.5,1732.5,1732.5
2019-10-22,1735.5,N/A,1735.5,1735.5,1735.5
2019-10-21,1754,N/A,1754,1754,1754
2019-10-18,1756.5,10,1745,1745,1745
2019-10-17,1741.75,N/A,1741.75,1741.75,1741.75
2019-10-16,1739.5,2,1729,1729,1729
2019-10-15,1736.5,3,1724.25,1736,1724.25
2019-10-14,1722.5,14,1719.5,1719.5,1719.5
2019-10-11,1724.25,5,1730.75,1730.75,1730.75
2019-10-10,1756.25,5,1752.5,1752.75,1752.5
2019-10-09,1744.5,N/A,1744.5,1744.5,1744.5
2019-10-08,1749.75,10,1747.25,1747.25,1742
2019-10-07,1739.75,37,1754,1754,1754
2019-10-04,1719.5,N/A,1719.5,1719.5,1719.5
2019-10-03,1715.5,25,1708,1708,1708
2019-10-02,1707.25,N/A,1707.25,1707.25,1707.25
2019-10-01,1737.25,N/A,1737.25,1737.25,1737.25
2019-09-30,1732.25,N/A,1732.25,1732.25,1732.25
2019-09-27,1748.25,N/A,1748.25,1748.25,1748.25
2019-09-26,1755,N/A,1755,1755,1755
2019-09-25,1766,N/A,1766,1766,1766
2019-09-24,1767.75,N/A,1767.75,1767.75,1767.75
2019-09-23,1800,5,1785,1785,1785
2019-09-20,1800.5,5,1800,1800,1800
2019-09-19,1798.75,N/A,1798.75,1798.75,1798.75
2019-09-18,1783,10,1791,1791,1785
2019-09-17,1778.5,4,1782.5,1790.5,1782.5
2019-09-16,1791,N/A,1791,1791,1791
2019-09-13,1807,N/A,1807,1807,1807
2019-09-12,1798,11,1814,1814,1814
2019-09-11,1820.5,N/A,1820.5,1820.5,1820.5
2019-09-10,1814.25,20,1800,1800,1800
2019-09-09,1795.25,N/A,1795.25,1795.25,1795.25
2019-09-06,1784.75,30,1784.75,1784.75,1784.75
2019-09-05,1782.75,N/A,1782.75,1782.75,1782.75
2019-09-04,1770,N/A,1770,1770,1770
2019-09-03,1751.75,N/A,1751.75,1751.75,1751.75
2019-08-30,1758,N/A,1758,1758,1758
2019-08-29,1759,N/A,1759,1759,1759
2019-08-28,1757.75,5,1757.75,1757.75,1757.75
2019-08-27,1768.25,N/A,1768.25,1768.25,1768.25
2019-08-26,1774.5,N/A,1774.5,1774.5,1774.5
2019-08-23,1774.5,N/A,1774.5,1774.5,1774.5
2019-08-22,1821,N/A,1821,1821,1821
2019-08-21,1786.75,20,1788,1788,1788
2019-08-20,1793,33,1793,1794.5,1793
2019-08-19,1805.75,210,1819,1822.75,1805.25
2019-08-16,1808,220,1800.75,1819.75,1799.5
2019-08-15,1796.25,41,1792,1796.5,1791
2019-08-14,1790,162,1799,1799,1786.75
2019-08-13,1798,203,1787.75,1807,1776
2019-08-12,1783.5,240,1801,1804.75,1781.25
2019-08-09,1792.75,280,1798.5,1801.5,1788.75
2019-08-08,1799,138,1781,1800.5,1780.5
2019-08-07,1811.75,N/A,1811.75,1811.75,1811.75
2019-08-06,1771.5,141,1781.5,1781.75,1772.75
2019-08-05,1823.5,N/A,1823.5,1823.5,1823.5
2019-08-02,1783.25,73,1796,1796,1782.25
2019-08-01,1792.75,14,1791.75,1792.25,1791.75
2019-07-31,1811.5,16,1826.75,1826.75,1811.5
2019-07-30,1826,54,1840,1844.5,1827
2019-07-29,1840.75,48,1830,1837.5,1830
2019-07-26,1845.25,N/A,1845.25,1845.25,1845.25
2019-07-25,1861.75,N/A,1861.75,1861.75,1861.75
2019-07-24,1861.75,N/A,1861.75,1861.75,1861.75
2019-07-23,1861.75,N/A,1861.75,1861.75,1861.75
2019-07-22,1861.75,N/A,1861.75,1861.75,1861.75
2019-07-19,1886,7,1880,1880,1880
2019-07-18,1863,N/A,1863,1863,1863
2019-07-17,1860,N/A,1860,1860,1860
2019-07-16,1860,5,1875,1875,1875
2019-07-15,1860,13,1864.5,1865,1860
2019-07-12,1860,N/A,1860,1860,1860
2019-07-11,1865,5,1865,1865,1865
2019-07-10,1861.5,N/A,1861.5,1861.5,1861.5
2019-07-09,1853.5,15,1855,1875,1855
2019-07-08,1813.25,N/A,1813.25,1813.25,1813.25
2019-07-05,1806.75,N/A,1806.75,1806.75,1806.75
2019-07-03,1789.75,15,1780.5,1783.5,1780.5
2019-07-02,1778.5,N/A,1778.5,1778.5,1778.5
2019-07-01,1793.5,N/A,1793.5,1793.5,1793.5
2019-06-28,1820,N/A,1820,1820,1820
2019-06-27,1820,N/A,1820,1820,1820
2019-06-26,2225,N/A,2225,2225,2225
2019-06-25,2225,N/A,2225,2225,2225
2019-06-24,2225,N/A,2225,2225,2225
2019-06-21,2225,N/A,2225,2225,2225
2019-06-20,2225,N/A,2225,2225,2225
2019-06-19,2225,N/A,2225,2225,2225
2019-06-18,2225,N/A,2225,2225,2225
2019-06-17,2225,N/A,2225,2225,2225
2019-06-14,2225,N/A,2225,2225,2225
2019-06-13,2225,N/A,2225,2225,2225
2019-06-12,2225,N/A,2225,2225,2225
2019-06-11,2225,N/A,2225,2225,2225
2019-06-10,2225,N/A,2225,2225,2225
2019-06-07,2225,N/A,2225,2225,2225
2019-06-06,2225,N/A,2225,2225,2225
2019-06-05,2225,N/A,2225,2225,2225
2019-06-04,2225,N/A,2225,2225,2225
2019-06-03,2225,N/A,2225,2225,2225
2019-05-31,2225,N/A,2225,2225,2225
2019-05-30,2225,N/A,2225,2225,2225
2019-05-29,2225,N/A,2225,2225,2225
2019-05-28,2225,N/A,2225,2225,2225
2019-05-24,2225,N/A,2225,2225,2225
2019-05-23,2225,N/A,2225,2225,2225
2019-05-22,2225,N/A,2225,2225,2225
2019-05-21,2225,N/A,2225,2225,2225
2019-05-20,2225,N/A,2225,2225,2225
2019-05-17,2225,N/A,2225,2225,2225
2019-05-16,2225,N/A,2225,2225,2225
2019-05-15,2225,N/A,2225,2225,2225
2019-05-14,2225,N/A,2225,2225,2225
2019-05-13,2225,N/A,2225,2225,2225
2019-05-10,2225,N/A,2225,2225,2225
2019-05-09,2225,N/A,2225,2225,2225
2019-05-08,2225,N/A,2225,2225,2225
2019-05-07,2225,N/A,2225,2225,2225
2019-05-06,2225,N/A,2225,2225,2225
2019-05-03,2225,N/A,2225,2225,2225
2019-05-02,2225,N/A,2225,2225,2225
2019-05-01,2225,N/A,2225,2225,2225
2019-04-30,2225,N/A,2225,2225,2225
2019-04-29,2225,N/A,2225,2225,2225
2019-04-26,2225,N/A,2225,2225,2225
2019-04-25,2225,N/A,2225,2225,2225
2019-04-24,2225,N/A,2225,2225,2225
2019-04-23,2225,N/A,2225,2225,2225
2019-04-22,2225,N/A,2225,2225,2225
2019-04-18,2225,N/A,2225,2225,2225
2019-04-17,2225,N/A,2225,2225,2225
2019-04-16,2225,N/A,2225,2225,2225
2019-04-15,2225,N/A,2225,2225,2225
2019-04-12,2225,N/A,2225,2225,2225
2019-04-11,2225,N/A,2225,2225,2225
2019-04-10,2225,N/A,2225,2225,2225
2019-04-09,2225,N/A,2225,2225,2225
2019-04-08,2225,N/A,2225,2225,2225
2019-04-05,2225,N/A,2225,2225,2225
2019-04-04,2225,N/A,2225,2225,2225
2019-04-03,2225,N/A,2225,2225,2225
2019-04-02,2225,N/A,2225,2225,2225
2019-04-01,2225,N/A,2225,2225,2225
2019-03-29,2225,N/A,2225,2225,2225
2019-03-28,2225,N/A,2225,2225,2225
2019-03-27,2225,N/A,2225,2225,2225
2019-03-26,2225,N/A,2225,2225,2225
2019-03-25,2225,N/A,2225,2225,2225
2019-03-22,2225,N/A,2225,2225,2225
2019-03-21,2225,N/A,2225,2225,2225
2019-03-20,2225,N/A,2225,2225,2225
2019-03-19,2225,N/A,2225,2225,2225
2019-03-18,2225,N/A,2225,2225,2225
2019-03-15,2225,N/A,2225,2225,2225
2019-03-14,2225,N/A,2225,2225,2225
2019-03-13,2225,N/A,2225,2225,2225
2019-03-12,2225,N/A,2225,2225,2225
2019-03-11,2225,N/A,2225,2225,2225
2019-03-08,2225,N/A,2225,2225,2225
2019-03-07,2225,N/A,2225,2225,2225
2019-03-06,2225,N/A,2225,2225,2225
2019-03-05,2225,N/A,2225,2225,2225
2019-03-04,2225,N/A,2225,2225,2225
2019-03-01,2225,N/A,2225,2225,2225
2019-02-28,2225,N/A,2225,2225,2225
2019-02-27,2225,N/A,2225,2225,2225
2019-02-26,2225,N/A,2225,2225,2225
2019-02-25,2225,N/A,2225,2225,2225
2019-02-22,2225,N/A,2225,2225,2225
2019-02-21,2225,N/A,2225,2225,2225
2019-02-20,2225,N/A,2225,2225,2225
2019-02-19,2225,N/A,2225,2225,2225
2019-02-15,2332.5,N/A,2332.5,2332.5,2332.5
2019-02-14,2332.5,N/A,2332.5,2332.5,2332.5
2019-02-13,2332.5,N/A,2332.5,2332.5,2332.5
2019-02-12,2332.5,N/A,2332.5,2332.5,2332.5
2019-02-11,2332.5,N/A,2332.5,2332.5,2332.5
2019-02-08,2332.5,N/A,2332.5,2332.5,2332.5
2019-02-07,2332.5,N/A,2332.5,2332.5,2332.5
2019-02-06,2332.5,N/A,2332.5,2332.5,2332.5
2019-02-05,2332.5,N/A,2332.5,2332.5,2332.5
2019-02-04,2332.5,N/A,2332.5,2332.5,2332.5
2019-02-01,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-31,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-30,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-29,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-28,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-25,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-24,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-23,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-22,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-18,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-17,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-16,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-15,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-14,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-11,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-10,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-09,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-08,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-07,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-04,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-03,2332.5,N/A,2332.5,2332.5,2332.5
2019-01-02,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-31,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-28,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-27,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-26,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-24,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-21,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-20,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-19,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-18,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-17,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-14,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-13,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-12,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-11,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-10,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-07,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-06,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-05,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-04,2332.5,N/A,2332.5,2332.5,2332.5
2018-12-03,2332.5,N/A,2332.5,2332.5,2332.5
2018-11-30,2332.5,N/A,2332.5,2332.5,2332.5
2018-11-29,2332.5,N/A,2332.5,2332.5,2332.5
2018-11-28,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-27,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-26,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-23,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-21,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-20,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-19,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-16,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-15,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-14,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-13,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-12,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-09,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-08,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-07,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-06,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-05,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-02,2328.25,N/A,2328.25,2328.25,2328.25
2018-11-01,2328.25,N/A,2328.25,2328.25,2328.25
2018-10-31,2328.25,N/A,2328.25,2328.25,2328.25
2018-10-30,2328.25,N/A,2328.25,2328.25,2328.25
2018-10-29,2323,N/A,2323,2323,2323
2018-10-26,2323,N/A,2323,2323,2323
2018-10-25,2323,N/A,2323,2323,2323
2018-10-24,2323,N/A,2323,2323,2323
2018-10-23,2323,N/A,2323,2323,2323
2018-10-22,2323,N/A,2323,2323,2323
2018-10-19,2323,N/A,2323,2323,2323
2018-10-18,2323,N/A,2323,2323,2323
2018-10-17,2323,N/A,2323,2323,2323
2018-10-16,2323,N/A,2323,2323,2323
2018-10-15,2323,N/A,2323,2323,2323
2018-10-12,2323,N/A,2323,2323,2323
2018-10-11,2323,N/A,2323,2323,2323
2018-10-10,2323,N/A,2323,2323,2323
2018-10-09,2323,N/A,2323,2323,2323
2018-10-08,2323,N/A,2323,2323,2323
2018-10-05,2323,N/A,2323,2323,2323
2018-10-04,2323,N/A,2323,2323,2323
2018-10-03,2323,N/A,2323,2323,2323
2018-10-02,2323,N/A,2323,2323,2323
2018-10-01,2323,N/A,2323,2323,2323
2018-09-28,2323,N/A,2323,2323,2323
2018-09-27,2323,N/A,2323,2323,2323
2018-09-26,2323,N/A,2323,2323,2323
2018-09-25,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-24,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-21,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-20,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-19,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-18,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-17,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-14,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-13,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-12,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-11,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-10,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-07,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-06,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-05,2318.75,N/A,2318.75,2318.75,2318.75
2018-09-04,2318.75,N/A,2318.75,2318.75,2318.75
2018-08-31,2318.75,N/A,2318.75,2318.75,2318.75
2018-08-30,2318.75,N/A,2318.75,2318.75,2318.75
2018-08-29,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-28,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-27,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-24,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-23,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-22,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-21,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-20,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-17,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-16,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-15,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-14,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-13,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-10,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-09,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-08,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-07,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-06,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-03,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-02,2313.5,N/A,2313.5,2313.5,2313.5
2018-08-01,2313.5,N/A,2313.5,2313.5,2313.5
2018-07-31,2313.5,N/A,2313.5,2313.5,2313.5
2018-07-30,2313.5,N/A,2313.5,2313.5,2313.5
2018-07-27,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-26,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-25,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-24,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-23,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-20,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-19,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-18,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-17,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-16,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-13,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-12,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-11,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-10,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-09,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-06,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-05,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-03,2309.25,N/A,2309.25,2309.25,2309.25
2018-07-02,2309.25,N/A,2309.25,2309.25,2309.25
2018-06-29,2309.25,N/A,2309.25,2309.25,2309.25
2018-06-28,2309.25,N/A,2309.25,2309.25,2309.25
2018-06-27,2305,N/A,2305,2305,2305
2018-06-26,2305,N/A,2305,2305,2305
2018-06-25,2305,N/A,2305,2305,2305
2018-06-22,2305,N/A,2305,2305,2305
2018-06-21,2305,N/A,2305,2305,2305
2018-06-20,2305,N/A,2305,2305,2305
2018-06-19,2305,N/A,2305,2305,2305
2018-06-18,2305,N/A,2305,2305,2305
2018-06-15,2305,N/A,2305,2305,2305
2018-06-14,2305,N/A,2305,2305,2305
2018-06-13,2305,N/A,2305,2305,2305
2018-06-12,2305,N/A,2305,2305,2305
2018-06-11,2305,N/A,2305,2305,2305
2018-06-08,2305,N/A,2305,2305,2305
2018-06-07,2305,N/A,2305,2305,2305
2018-06-06,2305,N/A,2305,2305,2305
2018-06-05,2305,N/A,2305,2305,2305
2018-06-04,2305,N/A,2305,2305,2305
2018-06-01,2305,N/A,2305,2305,2305
2018-05-31,2305,N/A,2305,2305,2305
2018-05-30,2305,N/A,2305,2305,2305
2018-05-29,2300,N/A,2300,2300,2300
2018-05-25,2300,N/A,2300,2300,2300
2018-05-24,2300,N/A,2300,2300,2300
2018-05-23,2300,N/A,2300,2300,2300
2018-05-22,2300,N/A,2300,2300,2300
2018-05-21,2300,N/A,2300,2300,2300
2018-05-18,2300,N/A,2300,2300,2300
2018-05-17,2300,N/A,2300,2300,2300
2018-05-16,2300,N/A,2300,2300,2300
2018-05-15,2300,N/A,2300,2300,2300
2018-05-14,2300,N/A,2300,2300,2300
2018-05-11,2300,N/A,2300,2300,2300
2018-05-10,2300,N/A,2300,2300,2300
2018-05-09,2300,N/A,2300,2300,2300
2018-05-08,2300,N/A,2300,2300,2300
2018-05-07,2300,N/A,2300,2300,2300
2018-05-04,2300,N/A,2300,2300,2300
