Date,Close
2013-01-02,1443.0
2013-01-03,1456.0
2013-01-04,1454.0
2013-01-06,
2013-01-07,1460.25
2013-01-08,1456.75
2013-01-09,1451.5
2013-01-10,1456.5
2013-01-11,1469.75
2013-01-13,
2013-01-14,1466.75
2013-01-15,1465.0
2013-01-16,1467.0
2013-01-17,1465.0
2013-01-18,1475.5
2013-01-20,
2013-01-22,1478.0
2013-01-23,1490.5
2013-01-24,1483.25
2013-01-25,1487.75
2013-01-27,
2013-01-28,1495.75
2013-01-29,1495.5
2013-01-30,1505.0
2013-01-31,1494.25
2013-02-01,1496.0
2013-02-03,
2013-02-04,1508.0
2013-02-05,1492.5
2013-02-06,1507.25
2013-02-07,1507.25
2013-02-08,1505.0
2013-02-10,
2013-02-11,1513.5
2013-02-12,1512.5
2013-02-13,1517.5
2013-02-14,1516.25
2013-02-15,1518.75
2013-02-17,
2013-02-19,1516.0
2013-02-20,1528.75
2013-02-21,1507.75
2013-02-22,1502.25
2013-02-24,
2013-02-25,1515.5
2013-02-26,1485.5
2013-02-27,1493.25
2013-02-28,1516.25
2013-03-01,1512.5
2013-03-03,
2013-03-04,1514.75
2013-03-05,1526.75
2013-03-06,1539.0
2013-03-07,1539.75
2013-03-08,1542.75
2013-03-10,
2013-03-11,1547.25
2013-03-12,1556.75
2013-03-13,1553.0
2013-03-14,1556.5
2013-03-15,1561.25
2013-03-17,
2013-03-18,1544.0
2013-03-19,1547.25
2013-03-20,1539.25
2013-03-21,1549.5
2013-03-22,1538.5
2013-03-24,
2013-03-25,1550.0
2013-03-26,1548.25
2013-03-27,1558.25
2013-03-28,1556.75
2013-03-29,
2013-03-31,
2013-04-01,1563.0
2013-04-02,1556.25
2013-04-03,1566.0
2013-04-04,1548.5
2013-04-05,1554.75
2013-04-07,
2013-04-08,1545.5
2013-04-09,1560.75
2013-04-10,1563.75
2013-04-11,1583.5
2013-04-12,1588.25
2013-04-14,
2013-04-15,1582.25
2013-04-16,1542.5
2013-04-17,1569.25
2013-04-18,1544.5
2013-04-19,1537.0
2013-04-21,
2013-04-22,1548.5
2013-04-23,1557.25
2013-04-24,1573.5
2013-04-25,1573.0
2013-04-26,1581.5
2013-04-28,
2013-04-29,1576.25
2013-04-30,1588.5
2013-05-01,1593.75
2013-05-02,1579.25
2013-05-03,1592.25
2013-05-05,
2013-05-06,1608.25
2013-05-07,1612.5
2013-05-08,1620.75
2013-05-09,1628.25
2013-05-10,1626.0
2013-05-12,
2013-05-13,1625.5
2013-05-14,1630.75
2013-05-15,1647.5
2013-05-16,1655.25
2013-05-17,1649.5
2013-05-19,
2013-05-20,1662.5
2013-05-21,1663.5
2013-05-22,1665.75
2013-05-23,1657.5
2013-05-24,1651.25
2013-05-26,
2013-05-28,1650.0
2013-05-29,1654.25
2013-05-30,1646.5
2013-05-31,1653.75
2013-06-02,
2013-06-03,1629.5
2013-06-04,1635.75
2013-06-05,1629.25
2013-06-06,1608.5
2013-06-07,1622.0
2013-06-09,
2013-06-10,1636.5
2013-06-11,1642.0
2013-06-12,1627.5
2013-06-13,1610.75
2013-06-14,1637.75
2013-06-16,
2013-06-17,1624.5
2013-06-18,1640.75
2013-06-19,1652.5
2013-06-20,1627.25
2013-06-21,1590.5
2013-06-23,
2013-06-24,1583.75
2013-06-25,1566.5
2013-06-26,1580.25
2013-06-27,1596.75
2013-06-28,1606.25
2013-06-30,
2013-07-01,1600.25
2013-07-02,1606.75
2013-07-03,
2013-07-05,1609.0
2013-07-07,
2013-07-08,1628.5
2013-07-09,1636.75
2013-07-10,1647.0
2013-07-11,1658.25
2013-07-12,1669.0
2013-07-14,
2013-07-15,1670.0
2013-07-16,1677.75
2013-07-17,1671.75
2013-07-18,1676.75
2013-07-19,1680.0
2013-07-21,
2013-07-22,1690.0
2013-07-23,1690.5
2013-07-24,1689.5
2013-07-25,1684.0
2013-07-26,1685.75
2013-07-28,
2013-07-29,1686.5
2013-07-30,1682.25
2013-07-31,1684.0
2013-08-01,1685.5
2013-08-02,1702.25
2013-08-04,
2013-08-05,1702.75
2013-08-06,1701.25
2013-08-07,1692.75
2013-08-08,1688.75
2013-08-09,1694.0
2013-08-11,
2013-08-12,1685.0
2013-08-13,1688.0
2013-08-14,1691.5
2013-08-15,1680.5
2013-08-16,1654.75
2013-08-18,
2013-08-19,1651.0
2013-08-20,1644.25
2013-08-21,1651.0
2013-08-22,1635.0
2013-08-23,1655.5
2013-08-25,
2013-08-26,1660.75
2013-08-27,1654.5
2013-08-28,1628.25
2013-08-29,1630.5
2013-08-30,1639.0
2013-09-01,
2013-09-03,1640.25
2013-09-04,1638.0
2013-09-05,1654.75
2013-09-06,1652.0
2013-09-08,
2013-09-09,1652.0
2013-09-10,1671.0
2013-09-11,1682.25
2013-09-12,1689.75
2013-09-13,1684.75
2013-09-15,
2013-09-16,1698.5
2013-09-17,1696.25
2013-09-18,1706.0
2013-09-19,1725.0
2013-09-20,1724.0
2013-09-22,
2013-09-23,1706.5
2013-09-24,1693.25
2013-09-25,1692.25
2013-09-26,1686.5
2013-09-27,1694.5
2013-09-29,
2013-09-30,1675.0
2013-10-01,1678.5
2013-10-02,1691.5
2013-10-03,1683.0
2013-10-04,1668.0
2013-10-06,
2013-10-07,1676.75
2013-10-08,1667.0
2013-10-09,1648.0
2013-10-10,1648.5
2013-10-11,1683.0
2013-10-13,
2013-10-14,1684.0
2013-10-15,1706.25
2013-10-16,1694.25
2013-10-17,1712.0
2013-10-18,1727.5
2013-10-20,
2013-10-21,1738.0
2013-10-22,1737.75
2013-10-23,1749.5
2013-10-24,1742.75
2013-10-25,1748.0
2013-10-27,
2013-10-28,1753.75
2013-10-29,1759.0
2013-10-30,1768.25
2013-10-31,1757.75
2013-11-01,1755.5
2013-11-03,
2013-11-04,1754.0
2013-11-05,1762.75
2013-11-06,1757.25
2013-11-07,1763.75
2013-11-08,1744.75
2013-11-10,
2013-11-11,1767.0
2013-11-12,1767.75
2013-11-13,1764.75
2013-11-14,1779.75
2013-11-15,1787.75
2013-11-17,
2013-11-18,1793.5
2013-11-19,1789.5
2013-11-20,1785.5
2013-11-21,1779.5
2013-11-22,1793.25
2013-11-24,
2013-11-25,1802.0
2013-11-26,1801.25
2013-11-27,1802.0
2013-11-29,
2013-12-01,
2013-12-02,1806.25
2013-12-03,1800.25
2013-12-04,1792.0
2013-12-05,1792.5
2013-12-06,1784.5
2013-12-08,
2013-12-09,1806.5
2013-12-10,1809.25
2013-12-11,1804.25
2013-12-12,1780.75
2013-12-13,1773.5
2013-12-15,
2013-12-16,1774.75
2013-12-17,1784.75
2013-12-18,1778.25
2013-12-19,1810.0
2013-12-20,1808.75
2013-12-22,
2013-12-23,1817.0
2013-12-24,
2013-12-26,1830.0
2013-12-27,1836.5
2013-12-29,
2013-12-30,1836.0
2013-12-31,1835.5
2014-01-02,1837.75
2014-01-03,1827.25
2014-01-05,
2014-01-06,1824.0
2014-01-07,1819.75
2014-01-08,1830.75
2014-01-09,1831.75
2014-01-10,1833.25
2014-01-12,
2014-01-13,1838.5
2014-01-14,1815.75
2014-01-15,1833.0
2014-01-16,1841.5
2014-01-17,1838.0
2014-01-19,
2014-01-21,1834.0
