Date,Close
2013-01-01,66323.0
2013-01-02,75881.0
2013-01-03,78423.0
2013-01-04,76947.0
2013-01-05,72353.0
2013-01-06,70974.0
2013-01-07,85448.0
2013-01-08,81103.0
2013-01-09,83936.0
2013-01-10,86325.0
2013-01-11,90460.0
2013-01-12,83856.0
2013-01-13,81001.0
2013-01-14,93522.0
2013-01-15,96056.0
2013-01-16,102872.0
2013-01-17,98639.0
2013-01-18,96710.0
2013-01-19,88475.0
2013-01-20,88948.0
2013-01-21,97448.0
2013-01-22,97804.0
2013-01-23,97754.0
2013-01-24,99856.0
2013-01-25,103785.0
2013-01-26,85335.0
2013-01-27,82975.0
2013-01-28,88051.0
2013-01-29,87054.0
2013-01-30,84820.0
2013-01-31,84165.0
2013-02-01,85227.0
2013-02-02,78469.0
2013-02-03,79951.0
2013-02-04,86186.0
2013-02-05,87996.0
2013-02-06,87874.0
2013-02-07,89206.0
2013-02-08,87386.0
2013-02-09,83891.0
2013-02-10,80375.0
2013-02-11,90793.0
2013-02-12,94590.0
2013-02-13,94956.0
2013-02-14,90994.0
2013-02-15,86996.0
2013-02-16,76362.0
2013-02-17,76873.0
2013-02-18,87848.0
2013-02-19,88569.0
2013-02-20,93008.0
2013-02-21,92418.0
2013-02-22,91502.0
2013-02-23,79501.0
2013-02-24,78004.0
2013-02-25,86198.0
2013-02-26,86074.0
2013-02-27,85543.0
2013-02-28,85393.0
2013-03-01,79640.0
2013-03-02,72491.0
2013-03-03,70315.0
2013-03-04,81665.0
2013-03-05,81184.0
2013-03-06,78605.0
2013-03-07,80458.0
2013-03-08,83174.0
2013-03-09,76606.0
2013-03-10,82775.0
2013-03-11,95343.0
2013-03-12,93620.0
2013-03-13,92213.0
2013-03-14,89513.0
2013-03-15,89470.0
2013-03-16,80559.0
2013-03-17,74224.0
2013-03-18,88416.0
2013-03-19,92129.0
2013-03-20,92721.0
2013-03-21,91677.0
2013-03-22,89159.0
2013-03-23,81195.0
2013-03-24,77521.0
2013-03-25,85701.0
2013-03-26,84103.0
2013-03-27,85188.0
2013-03-28,80832.0
2013-03-29,72674.0
2013-03-30,69886.0
2013-03-31,65565.0
2013-04-01,68940.0
2013-04-02,79598.0
2013-04-03,79007.0
2013-04-04,77839.0
2013-04-05,74631.0
2013-04-06,65911.0
2013-04-07,65346.0
2013-04-08,75614.0
2013-04-09,76797.0
2013-04-10,75942.0
2013-04-11,79087.0
2013-04-12,75858.0
2013-04-13,65298.0
2013-04-14,61123.0
2013-04-15,67619.0
2013-04-16,66489.0
2013-04-17,63432.0
2013-04-18,64135.0
2013-04-19,66363.0
2013-04-20,57171.0
2013-04-21,56931.0
2013-04-22,67659.0
2013-04-23,66269.0
2013-04-24,64001.0
2013-04-25,64607.0
2013-04-26,64262.0
2013-04-27,56464.0
2013-04-28,54221.0
2013-04-29,65001.0
2013-04-30,65545.0
2013-05-01,56760.0
2013-05-02,63831.0
2013-05-03,62580.0
2013-05-04,52031.0
2013-05-05,49630.0
2013-05-06,60479.0
2013-05-07,60325.0
2013-05-08,60907.0
2013-05-09,52112.0
2013-05-10,52883.0
2013-05-11,50306.0
2013-05-12,48176.0
2013-05-13,58102.0
2013-05-14,62111.0
2013-05-15,59173.0
2013-05-16,58217.0
2013-05-17,55834.0
2013-05-18,45632.0
2013-05-19,48279.0
2013-05-20,57216.0
2013-05-21,60678.0
2013-05-22,58652.0
2013-05-23,59656.0
2013-05-24,57346.0
2013-05-25,48317.0
2013-05-26,48785.0
2013-05-27,59155.0
2013-05-28,60371.0
2013-05-29,60112.0
2013-05-30,58081.0
2013-05-31,54908.0
2013-06-01,49309.0
2013-06-02,46902.0
2013-06-03,56853.0
2013-06-04,56861.0
2013-06-05,56602.0
2013-06-06,48537.0
2013-06-07,50490.0
2013-06-08,44866.0
2013-06-09,45680.0
2013-06-10,56649.0
2013-06-11,56941.0
2013-06-12,57106.0
2013-06-13,59822.0
2013-06-14,55310.0
2013-06-15,46872.0
2013-06-16,49051.0
2013-06-17,57532.0
2013-06-18,57113.0
2013-06-19,57579.0
2013-06-20,56480.0
2013-06-21,45561.0
2013-06-22,43422.0
2013-06-23,45213.0
2013-06-24,55060.0
2013-06-25,56354.0
2013-06-26,60270.0
2013-06-27,59375.0
2013-06-28,55888.0
2013-06-29,46063.0
2013-06-30,46170.0
2013-07-01,57775.0
2013-07-02,57183.0
2013-07-03,57867.0
2013-07-04,58759.0
2013-07-05,53113.0
2013-07-06,44397.0
2013-07-07,43966.0
2013-07-08,53580.0
2013-07-09,55181.0
2013-07-10,53031.0
2013-07-11,54662.0
2013-07-12,51526.0
2013-07-13,44175.0
2013-07-14,43468.0
2013-07-15,49018.0
2013-07-16,49462.0
2013-07-17,50439.0
2013-07-18,46639.0
2013-07-19,48069.0
2013-07-20,42339.0
2013-07-21,41839.0
2013-07-22,48855.0
2013-07-23,48569.0
2013-07-24,49050.0
2013-07-25,49907.0
2013-07-26,48875.0
2013-07-27,43727.0
2013-07-28,41983.0
2013-07-29,50784.0
2013-07-30,50990.0
2013-07-31,50774.0
2013-08-01,49509.0
2013-08-02,48579.0
