Date,Close,Open,High,Low,Vol.,Change
2015-01-12,47.43,49.93,49.98,47.16,223.92,-5.35
2015-01-13,46.59,47.06,47.29,45.19,208.06,-1.77
2015-01-14,48.69,46.84,49.21,45.59,122.34,4.51
2015-01-15,47.67,48.68,50.62,47.00,17.93,-2.09
2015-01-16,50.17,48.25,50.41,48.07,293.49,5.24
2015-01-19,48.84,50.10,50.35,48.68,106.77,-2.65
2015-01-20,47.99,48.91,49.48,47.78,259.58,-1.74
2015-01-21,49.03,48.29,49.59,48.21,268.65,2.17
2015-01-22,48.52,48.60,50.45,48.02,321.47,-1.04
2015-01-23,48.79,49.11,49.80,48.55,245.34,0.56
2015-01-26,48.16,48.56,49.29,47.57,241.38,-1.29
2015-01-27,49.60,48.25,49.99,47.67,249.57,2.99
2015-01-28,48.47,49.10,49.72,48.29,275.15,-2.28
2015-01-29,49.13,48.69,49.25,48.37,236.63,1.36
2015-01-30,52.99,49.15,53.08,48.76,335.02,7.86
2015-02-02,54.75,52.68,55.62,51.41,402.07,3.32
2015-02-03,57.91,55.00,59.00,54.84,414.59,5.77
2015-02-04,54.16,57.19,58.06,53.50,359.74,-6.48
2015-02-05,56.57,54.80,57.87,53.07,338.82,4.45
2015-02-06,57.80,56.74,59.06,56.71,253.31,2.17
2015-02-09,58.34,57.93,59.61,57.30,213.52,0.93
2015-02-10,56.43,57.79,58.57,56.11,157.17,-3.27
2015-02-11,54.66,56.81,57.00,53.91,116.81,-3.14
2015-02-12,57.05,55.12,57.50,54.72,16.21,4.37
2015-02-13,61.52,59.27,61.77,59.08,348.80,7.84
2015-02-16,61.40,61.49,62.57,60.71,171.27,-0.20
2015-02-17,62.53,61.68,63.00,60.27,277.97,1.84
2015-02-18,60.53,62.30,62.46,60.09,224.10,-3.20
2015-02-19,60.21,59.54,60.99,57.80,303.86,-0.53
2015-02-20,60.22,60.20,61.15,59.82,221.76,0.02
2015-02-23,58.90,60.30,60.67,58.37,268.64,-2.19
2015-02-24,58.66,59.09,60.30,58.10,245.52,-0.41
2015-02-25,61.63,58.75,61.73,58.41,279.65,5.06
2015-02-26,60.05,61.85,62.63,59.66,261.45,-2.56
2015-02-27,62.58,60.75,62.83,60.51,255.02,4.21
2015-03-02,59.54,62.50,62.50,59.34,286.07,-4.86
2015-03-03,61.02,60.00,61.81,59.84,281.78,2.49
2015-03-04,60.55,60.85,60.94,59.47,260.54,-0.77
2015-03-05,60.48,60.60,61.57,60.08,215.12,-0.12
2015-03-06,59.73,60.75,61.30,59.17,181.48,-1.24
2015-03-09,58.53,59.62,60.02,58.38,194.78,-2.01
2015-03-10,56.39,58.37,58.72,56.12,191.78,-3.66
2015-03-11,57.54,56.45,57.95,55.92,176.06,2.04
2015-03-12,57.08,57.92,58.81,56.51,129.73,-0.80
2015-03-13,54.67,57.03,57.40,54.43,84.09,-4.22
2015-03-16,53.44,54.41,54.64,52.50,15.64,-2.25
2015-03-17,53.51,54.10,54.38,52.57,240.29,0.13
2015-03-18,55.91,53.28,56.84,52.68,262.44,4.49
2015-03-19,54.43,56.18,56.20,53.91,209.65,-2.65
2015-03-20,55.32,54.46,55.67,53.55,186.67,1.64
2015-03-23,55.92,55.24,56.19,54.12,191.64,1.08
2015-03-24,55.11,55.83,56.79,54.85,197.48,-1.45
2015-03-25,56.48,55.09,57.17,54.70,256.04,2.49
2015-03-26,59.19,56.35,59.78,56.30,334.87,4.80
2015-03-27,56.41,58.97,59.04,55.95,223.86,-4.70
2015-03-30,56.29,55.96,56.65,55.20,220.11,-0.21
2015-03-31,55.11,56.31,56.33,54.72,238.49,-2.10
2015-04-01,57.10,55.18,57.69,54.70,256.90,3.61
2015-04-02,54.95,56.72,57.28,54.00,288.97,-3.77
2015-04-06,58.12,55.18,58.24,55.08,126.80,5.77
2015-04-07,59.10,57.80,59.27,57.02,236.71,1.69
2015-04-08,55.55,58.30,58.72,55.45,250.56,-6.01
2015-04-09,56.57,56.10,58.02,55.97,174.81,1.84
2015-04-10,57.87,56.84,58.12,56.25,137.66,2.30
2015-04-13,57.93,58.02,59.54,57.46,119.32,0.10
2015-04-14,58.43,58.17,59.24,57.76,106.80,0.86
2015-04-15,60.32,58.74,60.45,58.74,21.18,3.23
2015-04-16,63.98,62.90,64.95,62.00,293.49,6.07
2015-04-17,63.45,64.02,64.50,62.95,220.12,-0.83
2015-04-20,63.45,63.85,64.40,62.10,239.80,0.00
2015-04-21,62.08,63.52,63.52,61.65,218.31,-2.16
2015-04-22,62.73,61.90,63.33,61.39,230.06,1.05
2015-04-23,64.85,62.88,65.58,62.22,326.74,3.38
2015-04-24,65.28,64.75,65.80,64.48,259.49,0.66
2015-04-27,64.83,65.47,65.61,64.40,189.77,-0.69
2015-04-28,64.64,64.74,65.49,63.90,196.46,-0.29
2015-04-29,65.84,64.64,66.72,64.13,238.44,1.86
2015-04-30,66.78,65.63,66.93,65.37,223.48,1.43
2015-05-01,66.46,66.78,66.93,65.52,189.32,-0.48
2015-05-04,66.45,66.40,67.10,65.95,120.21,-0.02
2015-05-05,67.52,66.33,68.40,66.14,255.64,1.61
2015-05-06,67.77,67.71,69.63,67.35,296.74,0.37
2015-05-07,65.54,67.37,68.49,65.17,292.89,-3.29
2015-05-08,65.39,65.64,66.12,64.23,248.59,-0.23
2015-05-11,64.91,65.37,65.75,64.25,202.51,-0.73
2015-05-12,66.86,64.77,67.46,64.68,183.27,3.00
2015-05-13,66.81,67.32,68.17,66.41,120.83,-0.07
2015-05-14,66.59,66.54,67.29,66.25,23.19,-0.33
2015-05-15,66.81,66.75,67.00,65.37,206.14,0.33
2015-05-18,66.27,66.91,67.88,65.92,198.22,-0.81
2015-05-19,64.02,66.19,66.39,63.95,253.35,-3.40
2015-05-20,65.03,64.49,65.18,64.10,210.40,1.58
2015-05-21,66.54,64.89,66.88,64.83,250.91,2.32
2015-05-22,65.37,66.59,66.64,65.10,184.55,-1.76
2015-05-25,65.52,65.56,66.22,64.72,41.14,0.23
2015-05-26,63.72,65.70,65.70,63.29,224.13,-2.75
2015-05-27,62.06,63.89,64.67,61.96,257.06,-2.61
2015-05-28,62.58,62.20,62.95,61.24,238.59,0.84
2015-05-29,65.56,62.89,65.83,62.68,278.46,4.76
2015-06-01,64.88,65.59,65.80,64.25,217.98,-1.04
2015-06-02,65.49,64.90,65.88,64.58,245.91,0.94
2015-06-03,63.80,65.38,65.40,63.50,262.66,-2.58
2015-06-04,62.03,63.81,64.08,61.78,235.21,-2.77
2015-06-05,63.31,62.08,63.43,60.94,248.87,2.06
2015-06-08,62.69,63.06,63.38,62.47,205.40,-0.98
2015-06-09,64.88,62.81,65.23,62.72,223.36,3.49
2015-06-10,65.70,65.04,66.36,64.88,210.40,1.26
2015-06-11,65.11,65.57,66.06,64.50,113.46,-0.90
2015-06-12,63.87,64.87,64.95,63.68,101.41,-1.90
2015-06-15,62.61,63.62,63.96,62.24,26.68,-1.97
2015-06-16,63.70,63.80,64.41,63.42,279.74,1.74
2015-06-17,63.87,63.60,65.47,62.60,331.88,0.27
2015-06-18,64.26,63.74,64.96,63.44,217.21,0.61
2015-06-19,63.02,64.20,64.56,62.34,216.17,-1.93
2015-06-22,63.34,62.57,63.74,62.10,216.39,0.51
2015-06-23,64.45,63.21,64.89,62.76,266.02,1.75
2015-06-24,63.49,64.66,65.05,63.01,256.39,-1.49
2015-06-25,63.20,63.50,63.95,62.72,213.75,-0.46
2015-06-26,63.26,63.34,63.62,62.50,212.12,0.09
2015-06-29,62.01,62.85,62.96,61.35,266.55,-1.98
2015-06-30,63.59,61.77,63.83,61.71,256.88,2.55
2015-07-01,62.01,63.02,63.35,61.84,266.62,-2.48
2015-07-02,62.07,61.92,63.20,61.75,206.00,0.10
2015-07-03,60.32,61.73,62.06,60.12,107.25,-2.82
2015-07-06,56.54,60.00,60.00,56.38,294.89,-6.27
2015-07-07,56.85,56.85,57.83,55.10,331.59,0.55
2015-07-08,57.05,57.25,57.75,55.87,301.11,0.35
2015-07-09,58.61,57.10,59.27,57.01,277.59,2.73
2015-07-10,58.73,58.49,59.66,57.86,154.37,0.20
2015-07-13,57.85,58.35,58.83,56.84,176.87,-1.50
2015-07-14,58.51,57.71,58.82,56.43,143.12,1.14
2015-07-15,57.05,58.63,58.81,56.86,79.69,-2.50
2015-07-16,57.51,57.31,58.21,56.95,14.29,0.81
2015-07-17,57.10,56.93,57.35,56.40,157.13,-0.71
2015-07-20,56.65,57.12,57.44,56.33,161.06,-0.79
2015-07-21,57.04,56.55,57.44,56.33,188.88,0.69
2015-07-22,56.13,56.88,56.90,55.92,221.46,-1.60
2015-07-23,55.27,56.04,56.53,55.10,207.13,-1.53
2015-07-24,54.62,55.39,55.60,54.30,195.04,-1.18
2015-07-27,53.47,54.45,54.89,52.83,226.37,-2.11
2015-07-28,53.30,53.08,54.08,52.28,290.60,-0.32
2015-07-29,53.38,52.99,54.33,52.51,290.43,0.15
2015-07-30,53.31,53.60,54.38,53.02,217.29,-0.13
2015-07-31,52.21,53.43,53.47,51.63,212.82,-2.06
2015-08-03,49.52,51.55,52.01,49.36,306.50,-5.15
2015-08-04,49.99,49.70,50.45,49.58,221.65,0.95
2015-08-05,49.59,50.14,50.99,49.02,280.76,-0.80
2015-08-06,49.52,49.72,49.83,48.88,236.36,-0.14
2015-08-07,48.61,49.62,50.06,48.42,245.82,-1.84
2015-08-10,50.41,48.43,50.49,48.24,208.26,3.70
2015-08-11,49.18,50.22,51.10,48.61,223.21,-2.44
2015-08-12,49.66,49.38,50.01,48.72,153.81,0.98
2015-08-13,49.22,49.82,50.39,48.85,115.92,-0.89
2015-08-14,49.03,49.11,49.52,48.80,21.37,-0.39
2015-08-17,48.74,48.76,49.44,48.35,195.61,-0.59
2015-08-18,48.81,48.55,49.04,48.25,191.53,0.14
2015-08-19,47.16,48.50,49.11,46.78,250.81,-3.38
2015-08-20,46.62,47.03,47.38,46.03,221.54,-1.15
2015-08-21,45.46,46.34,46.51,45.07,231.80,-2.49
2015-08-24,42.69,45.35,45.46,42.23,305.73,-6.09
2015-08-25,43.21,42.79,44.50,42.68,292.10,1.22
2015-08-26,43.14,43.32,43.76,42.81,267.56,-0.16
2015-08-27,47.56,43.75,47.75,43.70,333.70,10.25
2015-08-28,50.05,47.40,50.98,46.61,418.78,5.24
2015-08-31,54.15,50.05,54.32,48.25,321.32,8.19
2015-09-01,49.56,52.92,53.47,48.47,373.64,-8.48
2015-09-02,50.50,48.62,51.00,47.74,324.84,1.90
2015-09-03,50.68,50.58,52.46,49.82,270.54,0.36
2015-09-04,49.61,50.69,51.05,49.25,221.22,-2.11
2015-09-07,47.63,49.27,49.44,47.50,94.80,-3.99
2015-09-08,49.52,47.76,49.85,47.64,253.29,3.97
2015-09-09,47.58,49.39,50.04,47.32,173.22,-3.92
2015-09-10,48.89,47.46,48.95,46.76,192.42,2.75
2015-09-11,48.14,48.64,48.98,47.16,143.41,-1.53
2015-09-14,46.37,48.08,48.35,46.26,104.06,-3.68
2015-09-15,46.63,46.65,46.90,45.98,18.46,0.56
2015-09-16,49.75,48.06,50.34,47.71,288.33,6.69
2015-09-17,49.08,49.98,50.14,48.32,228.86,-1.35
2015-09-18,47.47,49.26,49.75,47.16,225.72,-3.28
2015-09-21,48.92,47.64,48.99,47.48,179.90,3.05
2015-09-22,49.08,48.50,49.21,47.70,185.41,0.33
2015-09-23,47.75,49.08,50.25,47.68,232.27,-2.71
2015-09-24,48.17,47.88,48.47,47.40,198.04,0.88
2015-09-25,48.60,48.17,49.10,47.86,189.40,0.89
2015-09-28,47.34,48.34,48.44,47.25,188.28,-2.59
2015-09-29,48.23,47.45,48.65,47.25,181.41,1.88
2015-09-30,48.37,47.96,49.00,47.79,219.89,0.29
2015-10-01,47.69,48.40,49.84,47.62,239.32,-1.41
2015-10-02,48.13,47.99,48.50,46.93,201.59,0.92
2015-10-05,49.25,48.08,49.87,47.84,215.45,2.33
2015-10-06,51.92,49.35,52.26,48.86,303.58,5.42
2015-10-07,51.33,52.15,53.15,51.21,299.91,-1.14
2015-10-08,53.05,51.76,53.52,51.28,219.94,3.35
2015-10-09,52.65,53.35,54.05,52.21,174.34,-0.75
2015-10-12,49.86,52.64,53.31,49.77,166.83,-5.30
2015-10-13,49.24,50.27,50.70,48.88,108.37,-1.24
2015-10-14,49.15,49.22,49.52,48.71,63.28,-0.18
2015-10-15,48.71,49.01,49.38,48.21,16.79,-0.90
2015-10-16,50.46,50.21,50.70,49.31,225.96,3.59
2015-10-19,48.61,50.38,50.68,48.57,223.31,-3.67
2015-10-20,48.71,48.83,49.20,48.22,253.33,0.21
2015-10-21,47.85,48.58,48.65,47.50,244.64,-1.77
2015-10-22,48.08,47.96,48.73,47.65,201.59,0.48
2015-10-23,47.99,48.32,48.65,47.45,242.06,-0.19
2015-10-26,47.54,48.00,48.33,47.30,193.98,-0.94
2015-10-27,46.81,47.43,47.57,46.41,243.11,-1.54
2015-10-28,49.05,46.91,49.23,46.61,306.60,4.79
2015-10-29,48.80,49.15,49.38,48.17,213.93,-0.51
2015-10-30,49.56,48.66,50.00,48.28,238.59,1.56
2015-11-02,48.79,49.50,49.69,48.61,224.28,-1.55
2015-11-03,50.54,48.90,50.91,48.46,283.36,3.59
2015-11-04,48.58,50.25,50.87,48.49,328.14,-3.88
2015-11-05,47.98,48.84,49.00,47.93,228.00,-1.24
2015-11-06,47.42,48.05,48.58,47.27,245.49,-1.17
2015-11-09,47.19,47.46,48.41,47.01,202.18,-0.49
2015-11-10,47.44,47.32,47.86,46.96,206.34,0.53
2015-11-11,45.81,47.08,47.73,45.62,193.34,-3.44
2015-11-12,44.06,45.92,46.27,43.89,132.49,-3.82
2015-11-13,43.61,44.08,44.85,43.57,28.63,-1.02
2015-11-16,44.56,44.70,45.18,43.15,310.12,2.18
2015-11-17,43.57,44.70,45.10,43.50,260.70,-2.22
2015-11-18,44.14,43.97,44.74,43.34,255.68,1.31
2015-11-19,44.18,44.30,44.76,43.70,201.03,0.09
2015-11-20,44.66,44.38,45.50,44.06,245.34,1.09
2015-11-23,44.83,44.46,45.73,43.57,291.00,0.38
2015-11-24,46.12,45.11,46.50,44.92,271.93,2.88
2015-11-25,46.17,46.04,46.50,45.03,229.11,0.11
2015-11-26,45.46,46.23,46.32,45.00,97.32,-1.54
2015-11-27,44.86,45.57,45.63,44.79,165.31,-1.32
2015-11-30,44.61,44.86,45.75,44.44,235.94,-0.56
2015-12-01,44.44,44.62,45.18,44.03,301.20,-0.38
2015-12-02,42.49,44.32,44.64,42.43,324.06,-4.39
2015-12-03,43.84,42.77,44.69,42.61,271.48,3.18
2015-12-04,43.00,43.98,44.82,42.67,345.83,-1.92
2015-12-07,40.73,43.26,43.26,40.60,272.44,-5.28
2015-12-08,40.26,40.82,41.45,39.81,328.38,-1.15
2015-12-09,40.11,40.63,41.59,39.57,284.65,-0.37
2015-12-10,39.73,40.44,40.70,39.46,188.99,-0.95
2015-12-11,37.93,39.55,39.74,37.36,167.31,-4.53
2015-12-14,37.92,37.85,38.43,36.33,115.12,-0.03
2015-12-15,38.45,37.89,39.41,37.55,73.70,1.40
2015-12-16,37.19,38.09,38.45,37.11,18.23,-3.28
2015-12-17,37.06,37.60,37.93,36.75,200.85,-0.35
2015-12-18,36.88,36.81,37.73,36.41,218.04,-0.49
2015-12-21,36.35,36.55,36.75,36.04,175.12,-1.44
2015-12-22,36.11,36.36,36.72,35.98,166.30,-0.66
2015-12-23,37.36,36.37,37.88,36.28,196.98,3.46
2015-12-24,37.89,37.77,38.10,36.91,111.02,1.42
2015-12-28,36.62,37.84,37.95,36.41,84.34,-3.35
2015-12-29,37.79,36.59,37.98,36.56,171.68,3.19
2015-12-30,36.46,37.29,37.55,36.35,173.51,-3.52
2015-12-31,37.28,36.57,37.95,36.10,149.60,2.25
2016-01-04,37.22,37.85,38.99,36.77,321.84,-0.16
2016-01-05,36.42,37.27,37.57,36.24,275.47,-2.15
2016-01-06,34.23,36.64,36.67,34.13,296.86,-6.01
2016-01-07,33.75,34.52,34.74,32.16,291.51,-1.40
2016-01-08,33.55,34.02,34.72,32.78,206.97,-0.59
2016-01-11,31.55,33.34,33.38,31.17,202.06,-5.96
2016-01-12,30.86,31.54,32.38,30.34,142.53,-2.19
2016-01-13,30.31,30.82,31.92,29.96,91.96,-1.78
2016-01-14,31.03,30.26,31.23,29.73,16.39,2.38
2016-01-15,28.94,31.00,31.02,28.82,344.46,-6.74
2016-01-18,28.55,28.73,29.58,27.67,211.26,-1.35
2016-01-19,28.76,28.70,30.24,28.60,419.48,0.74
2016-01-20,27.88,28.66,28.75,27.10,375.40,-3.06
2016-01-21,29.25,27.99,29.84,27.29,394.26,4.91
2016-01-22,32.18,29.62,32.30,29.29,407.78,10.02
2016-01-25,30.50,32.10,32.81,30.00,310.14,-5.22
2016-01-26,31.80,30.01,32.72,29.27,335.09,4.26
2016-01-27,33.10,31.20,33.49,30.83,257.11,4.09
2016-01-28,33.89,32.84,35.84,32.56,195.14,2.39
2016-01-29,34.74,34.08,35.00,33.59,29.66,2.51
2016-02-01,34.24,35.85,36.25,33.92,331.87,-1.44
2016-02-02,32.72,34.18,34.18,32.23,346.89,-4.44
2016-02-03,35.04,32.41,35.53,32.30,396.58,7.09
2016-02-04,34.46,35.32,35.84,34.15,323.93,-1.66
2016-02-05,34.06,34.39,35.14,33.81,296.57,-1.16
2016-02-08,32.88,33.99,34.68,32.77,211.55,-3.46
2016-02-09,30.32,33.17,33.56,30.28,305.77,-7.79
2016-02-10,30.84,30.95,31.90,30.35,332.99,1.72
2016-02-11,30.06,30.83,31.35,29.92,347.59,-2.53
2016-02-12,33.36,31.31,33.44,30.85,394.48,10.98
2016-02-15,33.39,32.77,34.09,32.67,160.51,0.09
2016-02-16,32.18,34.51,35.55,31.92,398.49,-3.62
2016-02-17,34.50,32.54,34.99,31.82,355.92,7.21
2016-02-18,34.28,34.91,35.73,33.79,324.10,-0.64
2016-02-19,33.01,33.88,34.46,32.68,287.09,-3.70
2016-02-22,34.69,33.25,34.97,32.85,233.33,5.09
2016-02-23,33.27,34.54,35.11,32.90,348.08,-4.09
2016-02-24,34.41,32.98,34.67,32.37,344.00,3.43
2016-02-25,35.29,34.39,35.74,33.29,210.57,2.56
2016-02-26,35.10,35.10,37.00,34.73,126.42,-0.54
2016-02-29,35.97,35.10,36.23,34.83,30.24,2.48
2016-03-01,36.81,36.60,37.25,35.95,276.26,2.34
2016-03-02,36.93,36.62,37.40,36.10,278.17,0.33
2016-03-03,37.07,37.05,37.37,36.35,256.49,0.38
2016-03-04,38.72,37.04,38.95,36.82,295.79,4.45
2016-03-07,40.84,38.88,41.04,38.87,341.91,5.48
2016-03-08,39.65,40.71,41.48,39.31,352.25,-2.91
2016-03-09,41.07,39.65,41.18,39.39,333.49,3.58
2016-03-10,40.05,40.89,41.01,39.63,287.78,-2.48
2016-03-11,40.39,40.33,41.03,40.02,276.65,0.85
2016-03-14,39.53,40.25,40.65,38.82,264.71,-2.13
2016-03-15,38.74,39.67,39.74,38.32,224.36,-2.00
2016-03-16,40.33,39.14,40.44,38.83,263.87,4.10
2016-03-17,41.54,40.45,41.60,40.41,249.23,3.00
2016-03-18,41.20,41.38,42.54,41.07,286.65,-0.82
2016-03-21,41.54,41.31,41.88,40.48,234.10,0.83
2016-03-22,41.79,41.47,42.08,40.97,268.21,0.60
2016-03-23,40.47,41.56,41.82,40.42,240.91,-3.16
2016-03-24,40.44,40.40,40.64,39.22,203.28,-0.07
2016-03-28,40.27,40.58,41.00,39.64,78.61,-0.42
2016-03-29,39.14,40.19,40.25,38.76,149.53,-2.81
2016-03-30,39.26,39.42,40.61,39.09,103.12,0.31
2016-03-31,39.60,39.12,40.00,38.74,27.80,0.87
2016-04-01,38.67,40.14,40.43,38.55,286.17,-2.35
2016-04-04,37.69,38.69,38.92,37.50,286.65,-2.53
2016-04-05,37.87,37.50,38.44,37.27,296.45,0.48
2016-04-06,39.84,38.40,39.94,38.34,323.37,5.20
2016-04-07,39.43,39.90,40.29,38.70,308.72,-1.03
2016-04-08,41.94,39.68,42.01,39.62,340.22,6.37
2016-04-11,42.83,42.00,43.06,41.41,279.92,2.12
2016-04-12,44.69,42.70,44.81,42.56,357.35,4.34
2016-04-13,44.18,44.44,44.94,43.76,348.59,-1.14
2016-04-14,43.84,44.01,44.62,43.29,234.37,-0.77
2016-04-15,43.10,43.80,44.05,42.28,285.17,-1.69
2016-04-18,42.91,41.80,43.43,40.10,383.37,-0.44
2016-04-19,44.03,43.14,44.50,42.60,355.95,2.61
2016-04-20,45.80,43.52,45.88,42.81,297.26,4.02
2016-04-21,44.53,45.54,46.18,44.44,312.60,-2.77
2016-04-22,45.11,44.75,45.90,44.30,272.85,1.30
2016-04-25,44.48,45.13,45.59,44.26,211.68,-1.40
2016-04-26,45.74,44.69,46.49,44.36,199.24,2.83
2016-04-27,47.18,46.26,47.45,45.63,150.79,3.15
2016-04-28,48.14,47.10,48.19,46.74,113.08,2.03
2016-04-29,48.13,47.90,48.50,47.41,29.52,-0.02
2016-05-02,45.83,47.37,47.40,45.72,168.09,-4.78
2016-05-03,44.97,45.80,46.40,44.62,276.40,-1.88
2016-05-04,44.62,45.21,46.01,44.19,293.82,-0.78
2016-05-05,45.01,45.08,46.77,44.65,280.79,0.87
2016-05-06,45.37,45.16,46.12,44.19,283.65,0.80
2016-05-09,43.63,45.75,46.48,43.43,364.58,-3.84
2016-05-10,45.52,43.49,45.70,43.33,343.21,4.33
2016-05-11,47.60,45.59,47.75,44.80,381.74,4.57
2016-05-12,48.08,47.32,48.19,46.80,353.85,1.01
2016-05-13,47.83,47.85,48.12,47.26,239.05,-0.52
2016-05-16,48.97,47.80,49.47,47.77,294.38,2.38
2016-05-17,49.28,49.03,49.75,48.57,262.32,0.63
2016-05-18,48.93,49.36,49.85,48.45,319.81,-0.71
2016-05-19,48.81,48.67,48.88,47.38,302.10,-0.25
2016-05-20,48.72,48.90,49.39,48.07,255.58,-0.18
2016-05-23,48.35,48.72,48.84,47.58,225.09,-0.76
2016-05-24,48.61,48.35,49.24,47.80,211.58,0.54
2016-05-25,49.74,49.16,49.96,48.91,237.79,2.32
2016-05-26,49.59,49.76,50.51,49.25,221.26,-0.30
2016-05-27,49.32,49.42,49.55,48.69,130.18,-0.54
2016-05-30,49.76,49.43,49.83,48.92,23.09,0.89
2016-05-31,49.69,49.70,50.05,49.23,28.69,-0.14
2016-06-01,49.72,49.65,50.00,48.65,266.00,0.06
2016-06-02,50.04,49.63,50.30,48.84,270.12,0.64
2016-06-03,49.64,49.95,50.33,49.30,227.82,-0.80
2016-06-06,50.55,49.83,50.83,49.72,223.76,1.83
2016-06-07,51.44,50.46,51.54,50.28,208.82,1.76
2016-06-08,52.51,51.41,52.80,51.32,260.75,2.08
2016-06-09,51.95,52.74,52.86,51.53,213.12,-1.07
2016-06-10,50.54,51.91,52.10,50.33,210.06,-2.71
2016-06-13,50.35,50.42,50.79,49.61,208.81,-0.38
2016-06-14,49.83,49.89,50.05,49.20,224.01,-1.03
2016-06-15,48.97,49.22,49.80,48.39,298.84,-1.73
2016-06-16,47.19,48.56,48.77,46.94,287.30,-3.63
2016-06-17,49.17,47.28,49.40,47.25,222.73,4.20
2016-06-20,50.65,49.42,50.68,49.24,244.41,3.01
2016-06-21,50.62,50.43,51.10,49.46,256.95,-0.06
2016-06-22,49.88,51.06,51.24,49.18,282.72,-1.46
2016-06-23,50.91,50.14,51.18,49.89,246.95,2.06
2016-06-24,48.41,50.69,50.74,47.54,351.74,-4.91
2016-06-27,47.16,48.43,48.90,46.69,243.26,-2.58
2016-06-28,48.58,47.61,48.79,47.47,173.18,3.01
2016-06-29,50.61,48.84,50.74,48.62,112.96,4.18
2016-06-30,49.68,50.21,50.28,49.47,25.41,-1.84
2016-07-01,50.35,49.90,50.66,49.25,248.69,1.35
2016-07-04,50.10,50.60,50.75,50.03,113.45,-0.50
2016-07-05,47.96,50.03,50.05,47.54,305.74,-4.27
2016-07-06,48.80,48.06,49.31,47.17,279.12,1.75
2016-07-07,46.40,49.12,49.59,46.15,328.10,-4.92
2016-07-08,46.76,46.60,47.23,46.15,237.28,0.78
2016-07-11,46.25,46.49,47.10,45.90,229.28,-1.09
2016-07-12,48.47,46.17,48.57,46.09,321.53,4.80
2016-07-13,46.26,48.13,48.20,46.09,299.80,-4.56
2016-07-14,47.37,46.59,47.47,46.34,289.40,2.40
2016-07-15,47.61,47.03,48.25,46.65,260.43,0.51
2016-07-18,46.96,47.92,47.95,46.50,230.50,-1.37
2016-07-19,46.66,46.93,47.49,46.53,214.36,-0.64
2016-07-20,47.17,46.76,47.49,45.90,296.30,1.09
2016-07-21,46.20,47.17,47.56,46.05,237.48,-2.06
2016-07-22,45.69,46.21,46.50,45.17,243.49,-1.10
2016-07-25,44.72,45.70,45.87,44.55,188.81,-2.12
2016-07-26,44.87,44.82,44.96,44.14,240.33,0.34
2016-07-27,43.47,44.55,44.91,43.27,194.57,-3.12
2016-07-28,42.70,43.53,43.72,42.56,110.09,-1.77
2016-07-29,42.46,42.61,42.83,41.80,21.54,-0.56
2016-08-01,42.14,43.11,43.85,41.87,234.77,-0.75
2016-08-02,41.80,42.23,43.18,41.51,262.56,-0.81
2016-08-03,43.10,41.94,43.47,41.56,320.44,3.11
2016-08-04,44.29,43.36,44.34,42.51,276.42,2.76
2016-08-05,44.27,44.18,44.49,43.51,236.87,-0.05
2016-08-08,45.39,44.34,45.71,44.24,221.51,2.53
2016-08-09,44.98,45.25,45.77,44.76,216.22,-0.90
2016-08-10,44.05,44.92,45.68,43.81,284.86,-2.07
2016-08-11,46.04,43.78,46.30,43.46,335.53,4.52
2016-08-12,46.97,46.18,47.25,45.74,258.00,2.02
2016-08-15,48.35,47.14,48.54,46.84,234.40,2.94
2016-08-16,49.23,48.22,49.36,47.90,331.86,1.82
2016-08-17,49.85,48.88,49.93,48.55,377.40,1.26
2016-08-18,50.89,49.76,51.05,49.52,268.83,2.09
2016-08-19,50.88,50.96,51.22,50.32,252.34,-0.02
2016-08-22,49.16,50.70,50.70,49.07,270.37,-3.38
2016-08-23,49.96,49.04,50.21,48.48,314.18,1.63
2016-08-24,49.05,49.57,49.87,48.68,280.92,-1.82
2016-08-25,49.67,49.03,49.78,48.70,217.13,1.26
2016-08-26,49.92,49.66,50.76,49.12,209.62,0.50
2016-08-29,49.26,49.54,49.60,48.97,65.67,-1.32
2016-08-30,48.37,49.25,49.76,48.23,124.52,-1.81
2016-08-31,47.04,48.29,48.42,46.96,20.61,-2.75
2016-09-01,45.45,46.98,47.24,45.32,290.04,-3.38
2016-09-02,46.83,45.79,47.02,45.41,279.34,3.04
2016-09-05,47.63,46.70,49.40,46.40,287.95,1.71
2016-09-06,47.26,47.43,47.99,46.29,215.06,-0.78
2016-09-07,47.98,47.20,48.56,46.97,224.23,1.52
2016-09-08,49.99,48.55,50.14,48.21,327.24,4.19
2016-09-09,48.01,49.63,49.70,47.76,262.15,-3.96
2016-09-12,48.32,47.81,48.63,46.90,258.76,0.65
2016-09-13,47.10,48.17,48.22,46.96,280.02,-2.52
2016-09-14,45.85,47.33,47.48,45.70,332.96,-2.65
2016-09-15,46.59,46.06,47.00,45.67,320.72,1.61
2016-09-16,45.77,46.31,46.41,45.48,226.32,-1.76
2016-09-19,45.95,46.01,46.93,45.85,209.91,0.39
2016-09-20,45.88,45.91,46.30,45.09,298.80,-0.15
2016-09-21,46.83,46.45,47.14,46.38,249.08,2.07
2016-09-22,47.65,46.99,47.83,46.99,290.33,1.75
2016-09-23,45.89,47.42,48.26,45.65,306.86,-3.69
2016-09-26,47.35,46.05,47.66,45.74,208.15,3.18
2016-09-27,45.97,47.06,47.28,45.63,241.18,-2.91
