Date,Week day,Close,1W,1M,2M,3M,6M,12M
2020-08-28,Fri,-0.57714,-0.56857,-0.54529,-0.50686,-0.50871,-0.47343,-0.371
2020-08-27,Thu,-0.57729,-0.558,-0.54586,-0.50114,-0.51029,-0.47071,-0.36357
2020-08-26,Wed,-0.582,-0.56414,-0.54486,-0.50057,-0.513,-0.46543,-0.36086
2020-08-25,Tue,-0.58057,-0.56371,-0.54414,-0.49757,-0.51657,-0.46471,-0.36643
2020-08-24,Mon,-0.58429,-0.56514,-0.543,-0.49371,-0.51243,-0.47186,-0.36257
2020-08-21,Fri,-0.58529,-0.56429,-0.53986,-0.49557,-0.515,-0.47214,-0.36171
2020-08-20,Thu,-0.58471,-0.56471,-0.55157,-0.49457,-0.51486,-0.47043,-0.36043
2020-08-19,Wed,-0.58229,-0.55871,-0.55486,-0.495,-0.51471,-0.47271,-0.35329
2020-08-18,Tue,-0.58114,-0.562,-0.55214,-0.48743,-0.51314,-0.47029,-0.35171
2020-08-17,Mon,-0.57986,-0.56371,-0.551,-0.48714,-0.513,-0.46914,-0.35214
2020-08-14,Fri,-0.58129,-0.56286,-0.55229,-0.49757,-0.51343,-0.46786,-0.34714
2020-08-13,Thu,-0.58143,-0.56371,-0.54957,-0.49486,-0.505,-0.47186,-0.348
2020-08-12,Wed,-0.58186,-0.56157,-0.55143,-0.49386,-0.50186,-0.46943,-0.34957
2020-08-11,Tue,-0.577,-0.56257,-0.54457,-0.47957,-0.49671,-0.47071,-0.35357
2020-08-10,Mon,-0.58086,-0.56586,-0.54386,-0.47671,-0.47543,-0.46171,-0.35
2020-08-07,Fri,-0.58014,-0.55043,-0.52786,-0.47614,-0.47086,-0.457,-0.34957
2020-08-06,Thu,-0.58186,-0.56529,-0.52886,-0.47529,-0.46857,-0.45514,-0.348
2020-08-05,Wed,-0.583,-0.562,-0.52786,-0.47286,-0.46943,-0.45414,-0.34757
2020-08-04,Tue,-0.58257,-0.55414,-0.515,-0.46171,-0.45771,-0.43329,-0.33014
2020-08-03,Mon,-0.58329,-0.55629,-0.51729,-0.45943,-0.45157,-0.42214,-0.31957
2020-07-31,Fri,-0.58071,-0.53914,-0.50157,-0.441,-0.44471,-0.44329,-0.33029
2020-07-30,Thu,-0.58371,-0.53843,-0.50157,-0.43757,-0.44057,-0.43043,-0.32514
2020-07-29,Wed,-0.583,-0.542,-0.50171,-0.43643,-0.44529,-0.42829,-0.31986
2020-07-28,Tue,-0.57943,-0.541,-0.50357,-0.43629,-0.44571,-0.422,-0.31386
2020-07-27,Mon,-0.58329,-0.54,-0.50014,-0.43357,-0.444,-0.41786,-0.304
2020-07-24,Fri,-0.57729,-0.55429,-0.50271,-0.433,-0.43543,-0.41614,-0.306
2020-07-23,Thu,-0.57943,-0.54243,-0.50071,-0.43786,-0.437,-0.415,-0.30857
2020-07-22,Wed,-0.574,-0.54143,-0.49814,-0.43643,-0.43643,-0.409,-0.30514
2020-07-21,Tue,-0.57629,-0.54257,-0.50371,-0.43771,-0.445,-0.41186,-0.301
2020-07-20,Mon,-0.584,-0.54414,-0.503,-0.44957,-0.44114,-0.39929,-0.29057
2020-07-17,Fri,-0.58071,-0.54171,-0.49329,-0.44571,-0.44414,-0.40114,-0.29343
2020-07-16,Thu,-0.577,-0.54129,-0.49929,-0.43443,-0.45171,-0.401,-0.29129
2020-07-15,Wed,-0.57814,-0.54086,-0.50114,-0.44257,-0.45471,-0.39243,-0.291
2020-07-14,Tue,-0.57171,-0.53843,-0.49971,-0.44257,-0.43914,-0.37171,-0.27686
2020-07-13,Mon,-0.57314,-0.53771,-0.498,-0.44343,-0.44114,-0.36757,-0.28043
2020-07-10,Fri,-0.56157,-0.53714,-0.49457,-0.44029,-0.43814,-0.36,-0.28171
2020-07-09,Thu,-0.56686,-0.53714,-0.49457,-0.44443,-0.43929,-0.36314,-0.27214
2020-07-08,Wed,-0.56043,-0.53771,-0.49229,-0.43714,-0.43157,-0.33614,-0.25243
2020-07-07,Tue,-0.56814,-0.52957,-0.49314,-0.44329,-0.42786,-0.34329,-0.25371
2020-07-06,Mon,-0.56486,-0.52686,-0.494,-0.44157,-0.43514,-0.35386,-0.25314
2020-07-03,Fri,-0.56357,-0.527,-0.50057,-0.44157,-0.42329,-0.33771,-0.242
2020-07-02,Thu,-0.565,-0.526,-0.49729,-0.44229,-0.39886,-0.33443,-0.23557
2020-07-01,Wed,-0.56857,-0.53043,-0.49729,-0.42529,-0.41129,-0.33057,-0.22971
2020-06-30,Tue,-0.57243,-0.52886,-0.48443,-0.41329,-0.422,-0.31943,-0.24571
2020-06-29,Mon,-0.55943,-0.51671,-0.48414,-0.413,-0.42829,-0.33686,-0.225
2020-06-26,Fri,-0.56486,-0.51757,-0.48429,-0.41557,-0.39186,-0.32486,-0.21814
2020-06-25,Thu,-0.56271,-0.521,-0.48814,-0.415,-0.38571,-0.32757,-0.20586
2020-06-24,Wed,-0.56143,-0.54043,-0.49171,-0.42671,-0.40143,-0.31757,-0.20443
2020-06-23,Tue,-0.56843,-0.54029,-0.49,-0.42657,-0.40571,-0.29743,-0.20457
2020-06-22,Mon,-0.56714,-0.53171,-0.49343,-0.42257,-0.40971,-0.30986,-0.19
2020-06-19,Fri,-0.567,-0.53043,-0.48743,-0.41843,-0.41457,-0.30029,-0.18957
2020-06-18,Thu,-0.56786,-0.53029,-0.48371,-0.42629,-0.40771,-0.28443,-0.17514
2020-06-17,Wed,-0.56471,-0.526,-0.48286,-0.42643,-0.40743,-0.279,-0.17371
2020-06-16,Tue,-0.565,-0.52557,-0.47271,-0.41029,-0.40029,-0.28871,-0.171
2020-06-15,Mon,-0.56514,-0.53229,-0.47486,-0.41829,-0.39414,-0.26429,-0.17486
2020-06-12,Fri,-0.56429,-0.52843,-0.46443,-0.41457,-0.39229,-0.26014,-0.16786
2020-06-11,Thu,-0.56329,-0.52643,-0.46314,-0.412,-0.37743,-0.24429,-0.16057
2020-06-10,Wed,-0.56171,-0.52529,-0.46543,-0.40786,-0.37171,-0.23229,-0.156
2020-06-09,Tue,-0.56686,-0.51886,-0.47171,-0.41143,-0.37886,-0.23457,-0.15771
2020-06-08,Mon,-0.56143,-0.51929,-0.46886,-0.41029,-0.381,-0.22857,-0.16214
2020-06-05,Fri,-0.56043,-0.52629,-0.47786,-0.40429,-0.37843,-0.24257,-0.14529
2020-06-04,Thu,-0.56229,-0.52129,-0.47014,-0.39,-0.35471,-0.23857,-0.13843
2020-06-03,Wed,-0.56014,-0.53014,-0.468,-0.38571,-0.36129,-0.22629,-0.125
2020-06-02,Tue,-0.56429,-0.53086,-0.46314,-0.38271,-0.367,-0.21243,-0.12057
2020-06-01,Mon,-0.56243,-0.52529,-0.469,-0.37343,-0.35,-0.19971,-0.11857
2020-05-29,Fri,-0.56029,-0.52071,-0.46714,-0.37114,-0.34657,-0.19757,-0.12129
2020-05-28,Thu,-0.56229,-0.52586,-0.46457,-0.372,-0.34714,-0.18329,-0.11771
2020-05-27,Wed,-0.56186,-0.52,-0.45529,-0.36857,-0.33471,-0.15443,-0.11486
2020-05-26,Tue,-0.56443,-0.51986,-0.45657,-0.36057,-0.322,-0.15743,-0.08729
2020-05-22,Fri,-0.56957,-0.523,-0.45671,-0.34757,-0.32314,-0.13414,-0.07586
2020-05-21,Thu,-0.56471,-0.518,-0.44757,-0.34129,-0.31086,-0.13257,-0.06814
2020-05-20,Wed,-0.56871,-0.526,-0.44943,-0.33271,-0.30886,-0.129,-0.06457
2020-05-19,Tue,-0.568,-0.51486,-0.44629,-0.33429,-0.29186,-0.12443,-0.06543
2020-05-18,Mon,-0.57186,-0.511,-0.44443,-0.32629,-0.26586,-0.12257,-0.06457
2020-05-15,Fri,-0.57186,-0.51014,-0.44443,-0.329,-0.263,-0.11857,-0.05871
2020-05-14,Thu,-0.57114,-0.50786,-0.44671,-0.32614,-0.258,-0.11586,-0.04143
2020-05-13,Wed,-0.57129,-0.51057,-0.443,-0.33129,-0.24329,-0.11657,-0.04414
2020-05-12,Tue,-0.57114,-0.51014,-0.43571,-0.31714,-0.23071,-0.11171,-0.04114
2020-05-11,Mon,-0.56714,-0.50443,-0.43029,-0.30843,-0.22457,-0.11671,-0.04814
2020-05-07,Thu,-0.56786,-0.50743,-0.43343,-0.31343,-0.24243,-0.09143,-0.03986
2020-05-06,Wed,-0.56543,-0.49886,-0.43114,-0.30714,-0.217,-0.08171,-0.04971
2020-05-05,Tue,-0.56929,-0.51343,-0.42643,-0.29529,-0.20486,-0.08343,-0.05314
2020-05-04,Mon,-0.57057,-0.49829,-0.42529,-0.28957,-0.17414,-0.08143,-0.05071
2020-05-01,Fri,,-0.50429,-0.41971,-0.273,-0.17071,-0.07514,-0.03771
2020-04-30,Thu,-0.56871,-0.50686,-0.42843,-0.26586,-0.185,-0.06157,-0.02157
2020-04-29,Wed,-0.56686,-0.499,-0.42443,-0.27643,-0.174,-0.07843,-0.026
2020-04-28,Tue,-0.56543,-0.497,-0.42157,-0.29014,-0.16457,-0.08771,-0.03986
2020-04-27,Mon,-0.568,-0.486,-0.40743,-0.28343,-0.17357,-0.08943,-0.03671
2020-04-24,Fri,-0.56614,-0.48943,-0.40029,-0.27771,-0.152,-0.068,-0.01071
2020-04-23,Thu,-0.56843,-0.49771,-0.37786,-0.28,-0.14757,-0.06157,0.00086
2020-04-22,Wed,-0.56814,-0.49157,-0.37443,-0.28157,-0.14243,-0.05171,0.008
2020-04-21,Tue,-0.569,-0.48857,-0.36557,-0.28743,-0.15757,-0.07771,0.00157
2020-04-20,Mon,-0.566,-0.48586,-0.36657,-0.29814,-0.16714,-0.083,-0.00271
2020-04-17,Fri,-0.56729,-0.48257,-0.36529,-0.29814,-0.18214,-0.09314,-0.01586
2020-04-16,Thu,-0.56743,-0.47629,-0.35957,-0.29329,-0.19257,-0.11943,-0.01486
2020-04-15,Wed,-0.56786,-0.484,-0.36343,-0.306,-0.21686,-0.14314,-0.10257
2020-04-14,Tue,-0.56729,-0.47529,-0.36957,-0.30329,-0.21857,-0.14471,-0.13429
2020-04-09,Thu,-0.56571,-0.47357,-0.37871,-0.30543,-0.21243,-0.13886,-0.12557
2020-04-08,Wed,-0.56786,-0.47029,-0.38229,-0.31486,-0.22229,-0.14357,-0.13229
2020-04-07,Tue,-0.56586,-0.475,-0.39214,-0.32371,-0.23343,-0.153,-0.14614
2020-04-06,Mon,-0.569,-0.47071,-0.38571,-0.341,-0.23157,-0.158,-0.14471
2020-04-03,Fri,-0.56929,-0.47271,-0.38857,-0.34286,-0.23243,-0.17043,-0.16657
2020-04-02,Thu,-0.56886,-0.46743,-0.38943,-0.33971,-0.24114,-0.17786,-0.16443
2020-04-01,Wed,-0.56529,-0.47343,-0.39986,-0.345,-0.24729,-0.18543,-0.171
2020-03-31,Tue,-0.56614,-0.47514,-0.38786,-0.35029,-0.25471,-0.20071,-0.18271
2020-03-30,Mon,-0.56529,-0.44886,-0.39486,-0.36114,-0.26471,-0.20386,-0.187
2020-03-27,Fri,-0.56571,-0.454,-0.40229,-0.38643,-0.28914,-0.24071,-0.18843
2020-03-26,Thu,-0.56,-0.46286,-0.417,-0.38914,-0.29571,-0.246,-0.18386
2020-03-25,Wed,-0.56086,-0.44471,-0.44557,-0.39986,-0.30771,-0.25271,-0.19171
2020-03-24,Tue,-0.56286,-0.45429,-0.455,-0.40929,-0.31686,-0.28971,-0.20357
2020-03-23,Mon,-0.55986,-0.48329,-0.46014,-0.40814,-0.31,-0.29871,-0.204
2020-03-20,Fri,-0.55914,-0.50257,-0.47614,-0.42857,-0.353,-0.29014,-0.21086
2020-03-19,Thu,-0.55871,-0.518,-0.487,-0.43686,-0.37657,-0.32614,-0.24429
2020-03-18,Wed,-0.565,-0.50557,-0.48786,-0.43757,-0.38514,-0.33557,-0.25086
2020-03-17,Tue,-0.56429,-0.53143,-0.52643,-0.46414,-0.39543,-0.35086,-0.27886
2020-03-16,Mon,-0.56714,-0.55229,-0.52771,-0.47,-0.41971,-0.36914,-0.29186
2020-03-13,Fri,-0.56643,-0.55043,-0.52729,-0.47129,-0.42729,-0.37971,-0.29786
2020-03-12,Thu,-0.57614,-0.60814,-0.62071,-0.56571,-0.52143,-0.47286,-0.39671
2020-03-11,Wed,-0.575,-0.58629,-0.59971,-0.559,-0.53914,-0.48386,-0.429
2020-03-10,Tue,-0.57386,-0.56771,-0.57671,-0.54214,-0.50957,-0.467,-0.41643
2020-03-09,Mon,-0.57286,-0.56486,-0.58357,-0.55329,-0.526,-0.49129,-0.44114
2020-03-06,Fri,-0.56129,-0.56629,-0.57343,-0.53729,-0.51829,-0.47014,-0.40157
2020-03-05,Thu,-0.56743,-0.563,-0.56486,-0.52557,-0.49657,-0.473,-0.409
2020-03-04,Wed,-0.56557,-0.561,-0.565,-0.511,-0.49157,-0.47357,-0.41214
2020-03-03,Tue,-0.56771,-0.55671,-0.54629,-0.48857,-0.48714,-0.45171,-0.38457
2020-03-02,Mon,-0.56686,-0.557,-0.55157,-0.49229,-0.49443,-0.46014,-0.39729
2020-02-28,Fri,-0.56829,-0.54986,-0.53357,-0.47586,-0.47129,-0.43229,-0.35429
2020-02-27,Thu,-0.56714,-0.54714,-0.52857,-0.471,-0.45957,-0.42157,-0.34271
2020-02-26,Wed,-0.567,-0.54671,-0.52271,-0.46786,-0.45571,-0.41986,-0.34057
2020-02-25,Tue,-0.56714,-0.54686,-0.52057,-0.45757,-0.45029,-0.41,-0.335
2020-02-24,Mon,-0.567,-0.54857,-0.52071,-0.45314,-0.44086,-0.398,-0.32157
2020-02-21,Fri,-0.56643,-0.54671,-0.51971,-0.45771,-0.44086,-0.39814,-0.31386
2020-02-20,Thu,-0.56671,-0.54529,-0.51971,-0.45843,-0.44043,-0.39771,-0.31486
2020-02-19,Wed,-0.56614,-0.54729,-0.51957,-0.46157,-0.43329,-0.39514,-0.31586
2020-02-18,Tue,-0.568,-0.54729,-0.51943,-0.46157,-0.43343,-0.39414,-0.31657
2020-02-17,Mon,-0.56714,-0.54743,-0.52114,-0.45486,-0.43371,-0.39314,-0.31629
2020-02-14,Fri,-0.56714,-0.54643,-0.521,-0.45457,-0.43557,-0.39614,-0.31657
2020-02-13,Thu,-0.56786,-0.547,-0.51971,-0.45643,-0.43429,-0.39229,-0.31686
2020-02-12,Wed,-0.56786,-0.54614,-0.52,-0.45429,-0.43271,-0.39129,-0.31257
2020-02-11,Tue,-0.568,-0.54671,-0.51957,-0.45414,-0.43114,-0.39271,-0.30671
2020-02-10,Mon,-0.57057,-0.54543,-0.52271,-0.44929,-0.425,-0.39543,-0.30514
2020-02-07,Fri,-0.56857,-0.54357,-0.51243,-0.44771,-0.42314,-0.39343,-0.30243
2020-02-06,Thu,-0.56714,-0.54386,-0.51314,-0.45629,-0.42329,-0.39257,-0.30386
2020-02-05,Wed,-0.56743,-0.54486,-0.51114,-0.45571,-0.42657,-0.38986,-0.30643
2020-02-04,Tue,-0.56757,-0.54657,-0.50943,-0.45543,-0.42643,-0.38986,-0.31357
2020-02-03,Mon,-0.56771,-0.54329,-0.50857,-0.44629,-0.423,-0.38157,-0.30986
2020-01-31,Fri,-0.56629,-0.54343,-0.50786,-0.44657,-0.41643,-0.384,-0.30957
2020-01-30,Thu,-0.56843,-0.54357,-0.50443,-0.44557,-0.42143,-0.37986,-0.30729
2020-01-29,Wed,-0.56771,-0.54271,-0.50386,-0.44514,-0.42243,-0.37771,-0.30357
2020-01-28,Tue,-0.56614,-0.54357,-0.50357,-0.444,-0.42243,-0.372,-0.29986
2020-01-27,Mon,-0.56757,-0.54357,-0.506,-0.443,-0.429,-0.37014,-0.28043
2020-01-24,Fri,-0.56314,-0.54357,-0.50486,-0.441,-0.42386,-0.36571,-0.27829
2020-01-23,Thu,-0.56729,-0.54714,-0.50943,-0.44186,-0.41886,-0.36171,-0.27214
2020-01-22,Wed,-0.56643,-0.54657,-0.50643,-0.44414,-0.41957,-0.36071,-0.26357
2020-01-21,Tue,-0.56886,-0.54629,-0.50586,-0.44414,-0.42,-0.36271,-0.26586
2020-01-20,Mon,-0.56843,-0.55086,-0.50471,-0.44414,-0.42014,-0.36286,-0.26986
2020-01-17,Fri,-0.56714,-0.55129,-0.50386,-0.44414,-0.424,-0.36329,-0.27157
2020-01-16,Thu,-0.56643,-0.54914,-0.50114,-0.44557,-0.41871,-0.35886,-0.272
2020-01-15,Wed,-0.566,-0.54929,-0.501,-0.44486,-0.42143,-0.36043,-0.27343
2020-01-14,Tue,-0.56614,-0.553,-0.50643,-0.44714,-0.42114,-0.36014,-0.27257
2020-01-13,Mon,-0.56657,-0.55286,-0.50743,-0.44829,-0.42414,-0.361,-0.27329
2020-01-10,Fri,-0.571,-0.553,-0.50314,-0.44914,-0.42329,-0.36014,-0.27343
2020-01-09,Thu,-0.57071,-0.55271,-0.50871,-0.45214,-0.41571,-0.36443,-0.27243
2020-01-08,Wed,-0.56971,-0.55314,-0.51286,-0.45414,-0.41643,-0.371,-0.276
2020-01-07,Tue,-0.56086,-0.552,-0.51843,-0.44929,-0.42471,-0.37814,-0.27286
2020-01-06,Mon,-0.57071,-0.55271,-0.52286,-0.45657,-0.41714,-0.37229,-0.27029
2020-01-03,Fri,-0.56657,-0.549,-0.52086,-0.45057,-0.40986,-0.37157,-0.27129
2020-01-02,Thu,-0.56643,-0.54671,-0.51243,-0.45043,-0.407,-0.36586,-0.26514
2019-12-31,Tue,-0.572,-0.54814,-0.51357,-0.45057,-0.41429,-0.37414,-0.26929
2019-12-30,Mon,-0.569,-0.542,-0.507,-0.44757,-0.41871,-0.37414,-0.26714
2019-12-27,Fri,-0.57014,-0.54686,-0.51414,-0.46086,-0.42029,-0.37686,-0.26343
2019-12-24,Tue,-0.57443,-0.54771,-0.52014,-0.46529,-0.42629,-0.37743,-0.264
2019-12-23,Mon,-0.56629,-0.54814,-0.52043,-0.46357,-0.42729,-0.37814,-0.26971
2019-12-20,Fri,-0.56843,-0.542,-0.50557,-0.45943,-0.42029,-0.37914,-0.268
2019-12-19,Thu,-0.56771,-0.53943,-0.512,-0.46371,-0.43171,-0.37986,-0.272
2019-12-18,Wed,-0.56329,-0.54214,-0.519,-0.46571,-0.43129,-0.38457,-0.27529
2019-12-17,Tue,-0.56543,-0.54471,-0.52357,-0.46871,-0.43571,-0.38686,-0.27371
2019-12-16,Mon,-0.57,-0.54729,-0.52129,-0.46986,-0.43286,-0.38629,-0.28114
2019-12-13,Fri,-0.56986,-0.54743,-0.51814,-0.47114,-0.43729,-0.38957,-0.28586
2019-12-12,Thu,-0.56943,-0.54414,-0.52071,-0.47143,-0.43486,-0.39057,-0.28586
2019-12-11,Wed,-0.57,-0.54371,-0.51743,-0.47071,-0.43643,-0.39457,-0.292
2019-12-10,Tue,-0.56957,-0.54429,-0.513,-0.46571,-0.43686,-0.38786,-0.29029
2019-12-09,Mon,-0.56829,-0.54357,-0.51329,-0.46557,-0.43857,-0.399,-0.29243
2019-12-06,Fri,-0.56971,-0.54157,-0.51143,-0.46257,-0.44271,-0.39714,-0.28857
2019-12-05,Thu,-0.56829,-0.53871,-0.50829,-0.46314,-0.44943,-0.39571,-0.29029
2019-12-04,Wed,-0.56929,-0.54,-0.51114,-0.46214,-0.448,-0.39543,-0.29171
2019-12-03,Tue,-0.56857,-0.539,-0.52014,-0.46157,-0.45171,-0.39286,-0.29043
2019-12-02,Mon,-0.56771,-0.53814,-0.51443,-0.46029,-0.434,-0.39386,-0.28743
2019-11-29,Fri,-0.56771,-0.535,-0.51557,-0.45957,-0.434,-0.39457,-0.29143
2019-11-28,Thu,-0.56771,-0.537,-0.51286,-0.45686,-0.43443,-0.39586,-0.29343
2019-11-27,Wed,-0.566,-0.54043,-0.50029,-0.45857,-0.43471,-0.39657,-0.29329
2019-11-26,Tue,-0.55929,-0.54243,-0.50114,-0.46143,-0.43529,-0.39829,-0.29271
2019-11-25,Mon,-0.56757,-0.54671,-0.50286,-0.46629,-0.442,-0.398,-0.29843
2019-11-22,Fri,-0.571,-0.546,-0.50071,-0.46471,-0.445,-0.39943,-0.2924
2019-11-21,Thu,-0.56914,-0.54486,-0.50043,-0.46757,-0.44614,-0.40143,-0.29529
2019-11-20,Wed,-0.56986,-0.546,-0.50057,-0.47043,-0.448,-0.39629,-0.29471
2019-11-19,Tue,-0.56857,-0.54343,-0.50114,-0.47,-0.44743,-0.39714,-0.29157
2019-11-18,Mon,-0.571,-0.54586,-0.50343,-0.46043,-0.43986,-0.39686,-0.29314
2019-11-15,Fri,-0.569,-0.54443,-0.50257,-0.46114,-0.43657,-0.39486,-0.29743
2019-11-14,Thu,-0.56386,-0.54314,-0.50229,-0.46243,-0.43571,-0.39414,-0.29757
2019-11-13,Wed,-0.56586,-0.54486,-0.50157,-0.46229,-0.437,-0.395,-0.297
2019-11-12,Tue,-0.56657,-0.54486,-0.50529,-0.462,-0.43757,-0.39114,-0.29243
2019-11-11,Mon,-0.56586,-0.544,-0.50471,-0.46,-0.43714,-0.39086,-0.29214
2019-11-08,Fri,-0.565,-0.54371,-0.504,-0.461,-0.43729,-0.389,-0.28729
2019-11-07,Thu,-0.56643,-0.544,-0.50457,-0.45614,-0.43671,-0.39057,-0.28957
2019-11-06,Wed,-0.566,-0.544,-0.50471,-0.45857,-0.446,-0.397,-0.296
2019-11-05,Tue,-0.56457,-0.54429,-0.50414,-0.46043,-0.44471,-0.40614,-0.30329
2019-11-04,Mon,-0.57029,-0.54457,-0.50714,-0.46457,-0.44214,-0.40886,-0.31014
2019-11-01,Fri,-0.56614,-0.53943,-0.51257,-0.46457,-0.44129,-0.40871,-0.30929
2019-10-31,Thu,-0.56943,-0.54329,-0.51457,-0.46214,-0.44,-0.40471,-0.30329
2019-10-30,Wed,-0.56971,-0.53271,-0.50829,-0.46129,-0.43743,-0.40129,-0.30029
2019-10-29,Tue,-0.569,-0.53014,-0.50457,-0.45586,-0.43586,-0.40157,-0.29929
2019-10-28,Mon,-0.572,-0.53214,-0.50229,-0.45729,-0.435,-0.40243,-0.29986
2019-10-25,Fri,-0.574,-0.52786,-0.497,-0.45714,-0.43129,-0.40457,-0.30329
2019-10-24,Thu,-0.57214,-0.53257,-0.49729,-0.45443,-0.43,-0.40571,-0.30914
2019-10-23,Wed,-0.57343,-0.54143,-0.498,-0.45829,-0.432,-0.40557,-0.31657
2019-10-22,Tue,-0.57257,-0.54857,-0.49643,-0.45357,-0.43,-0.40271,-0.31386
2019-10-21,Mon,-0.57214,-0.55786,-0.50086,-0.45343,-0.43214,-0.40243,-0.312
2019-10-18,Fri,-0.57186,-0.549,-0.49871,-0.454,-0.43529,-0.4107,-0.31571
2019-10-17,Thu,-0.57371,-0.55029,-0.50286,-0.45629,-0.43957,-0.41,-0.31543
2019-10-16,Wed,-0.57243,-0.55143,-0.50486,-0.455,-0.43429,-0.40686,-0.31571
2019-10-15,Tue,-0.575,-0.55871,-0.50314,-0.45371,-0.435,-0.40643,-0.33514
2019-10-14,Mon,-0.57329,-0.55871,-0.51529,-0.452,-0.43686,-0.41114,-0.34129
2019-10-11,Fri,-0.57329,-0.55971,-0.51814,-0.45757,-0.44014,-0.41629,-0.34643
2019-10-10,Thu,-0.574,-0.56057,-0.51786,-0.45671,-0.44257,-0.42086,-0.35214
2019-10-09,Wed,-0.57371,-0.55357,-0.51743,-0.45857,-0.44129,-0.42271,-0.35986
2019-10-08,Tue,-0.57414,-0.55214,-0.516,-0.45814,-0.443,-0.42386,-0.36171
2019-10-07,Mon,-0.57357,-0.55286,-0.51686,-0.45929,-0.442,-0.42786,-0.37
2019-10-04,Fri,-0.57614,-0.554,-0.51414,-0.46343,-0.44286,-0.42586,-0.36986
2019-10-03,Thu,-0.57414,-0.55243,-0.50986,-0.45914,-0.44743,-0.42643,-0.36629
2019-10-02,Wed,-0.57286,-0.55871,-0.511,-0.46143,-0.44871,-0.42429,-0.36414
2019-10-01,Tue,-0.57357,-0.55457,-0.511,-0.45614,-0.44629,-0.42229,-0.35843
2019-09-30,Mon,-0.57914,-0.55429,-0.50643,-0.44857,-0.44071,-0.41614,-0.361
2019-09-27,Fri,-0.56929,-0.55329,-0.50786,-0.44957,-0.43686,-0.41557,-0.35714
2019-09-26,Thu,-0.574,-0.55357,-0.50671,-0.451,-0.42871,-0.417,-0.348
2019-09-25,Wed,-0.57414,-0.55386,-0.50486,-0.45086,-0.42657,-0.41957,-0.34986
2019-09-24,Tue,-0.57043,-0.55614,-0.503,-0.446,-0.42314,-0.40986,-0.34986
2019-09-23,Mon,-0.56971,-0.54743,-0.502,-0.446,-0.42529,-0.40529,-0.33843
2019-09-20,Fri,-0.56771,-0.54671,-0.50071,-0.44743,-0.42271,-0.408,-0.33329
2019-09-19,Thu,-0.56457,-0.55571,-0.49686,-0.45129,-0.41914,-0.40571,-0.33171
2019-09-18,Wed,-0.54486,-0.55671,-0.49657,-0.454,-0.421,-0.40129,-0.34
2019-09-17,Tue,-0.47229,-0.53914,-0.497,-0.45786,-0.431,-0.40129,-0.33643
2019-09-16,Mon,-0.46771,-0.543,-0.496,-0.457,-0.42171,-0.399,-0.323
2019-09-13,Fri,-0.46443,-0.51786,-0.48971,-0.45114,-0.42286,-0.39729,-0.32014
2019-09-12,Thu,-0.46314,-0.52,-0.52186,-0.49529,-0.46571,-0.45586,-0.39
2019-09-11,Wed,-0.46214,-0.48329,-0.51371,-0.49186,-0.46214,-0.45429,-0.385
2019-09-10,Tue,-0.46143,-0.47171,-0.514,-0.494,-0.47186,-0.45714,-0.39171
2019-09-09,Mon,-0.46014,-0.461,-0.50986,-0.49457,-0.48086,-0.45743,-0.38886
2019-09-06,Fri,-0.46243,-0.46,-0.50671,-0.494,-0.48229,-0.45743,-0.38571
2019-09-05,Thu,-0.46871,-0.46,-0.50657,-0.49457,-0.481,-0.46443,-0.39643
2019-09-04,Wed,-0.46571,-0.454,-0.49586,-0.488,-0.48086,-0.46329,-0.39543
2019-09-03,Tue,-0.46686,-0.45943,-0.50314,-0.495,-0.48186,-0.47386,-0.40671
2019-09-02,Mon,-0.46429,-0.46429,-0.48771,-0.48529,-0.48114,-0.46529,-0.40314
2019-08-30,Fri,-0.46743,-0.46586,-0.48614,-0.487,-0.47257,-0.46029,-0.40229
2019-08-29,Thu,-0.46786,-0.45929,-0.47443,-0.46257,-0.45814,-0.45714,-0.39514
2019-08-28,Wed,-0.466,-0.45743,-0.46314,-0.45371,-0.45486,-0.45471,-0.39429
2019-08-27,Tue,-0.46414,-0.45229,-0.45771,-0.44743,-0.44729,-0.44229,-0.39029
2019-08-23,Fri,-0.46729,-0.457,-0.45286,-0.45257,-0.44871,-0.44043,-0.385
2019-08-22,Thu,-0.466,-0.45571,-0.45171,-0.45086,-0.45471,-0.44057,-0.39129
2019-08-21,Wed,-0.46457,-0.45529,-0.43929,-0.44743,-0.45843,-0.45086,-0.41557
2019-08-20,Tue,-0.46429,-0.458,-0.44671,-0.44743,-0.44714,-0.45071,-0.42014
2019-08-19,Mon,-0.46886,-0.45771,-0.44329,-0.44814,-0.44286,-0.44843,-0.41786
2019-08-16,Fri,-0.46757,-0.45729,-0.43443,-0.45343,-0.44271,-0.45171,-0.42771
2019-08-15,Thu,-0.46771,-0.46114,-0.42786,-0.445,-0.42986,-0.44029,-0.40514
2019-08-14,Wed,-0.46729,-0.45529,-0.42271,-0.43657,-0.42586,-0.436,-0.4021
2019-08-13,Tue,-0.46686,-0.45,-0.42271,-0.43543,-0.425,-0.42886,-0.39243
2019-08-12,Mon,-0.46657,-0.45543,-0.426,-0.43357,-0.41786,-0.43314,-0.38414
2019-08-09,Fri,-0.46571,-0.45771,-0.42571,-0.432,-0.41714,-0.43071,-0.38471
2019-08-08,Thu,-0.46629,-0.46186,-0.42957,-0.439,-0.42286,-0.43114,-0.37743
